id,x,y,label
121,22.66,72.22,2
122,90.87,50.72,0
123,18.81,76.67,2
124,88.90,50.30,0
125,20.49,75.87,2
126,87.89,49.51,0
127,86.06,48.59,0
128,91.55,43.64,0
129,59.37,87.98,1
130,90.24,48.85,0
131,90.80,51.98,0
132,89.72,49.40,0
133,65.48,87.97,1
134,84.11,41.77,0
135,91.10,46.46,0
136,92.34,53.04,0
137,83.33,50.38,0
138,17.37,69.17,2
139,63.86,86.81,1
140,94.48,40.52,0
141,85.13,48.41,0
142,17.52,72.20,2
143,90.93,54.24,0
144,87.85,49.76,0
145,88.96,55.68,0
146,90.28,45.50,0
147,90.27,49.66,0
148,93.57,46.22,0
149,85.96,49.92,0
150,87.52,49.16,0
151,62.85,87.86,1
152,87.43,48.22,0
153,90.19,48.10,0
154,89.96,46.05,0
155,62.13,87.99,1
156,92.94,53.47,0
157,88.39,42.12,0
158,90.04,48.01,0
159,60.97,80.75,1
160,87.46,49.67,0
161,62.46,83.20,1
162,14.98,29.22,3
163,12.05,72.28,2
164,96.06,50.90,0
165,90.07,50.62,0
166,87.90,52.31,0
167,90.34,49.15,0
168,61.24,86.37,1
169,88.78,45.42,0
170,56.27,13.13,4
171,86.69,50.09,0
172,62.39,77.57,1
173,87.75,47.77,0
174,12.64,29.12,3
175,86.53,47.20,0
176,91.15,48.50,0
177,64.08,86.07,1
178,87.98,51.11,0
179,59.11,82.91,1
180,90.03,53.03,0
181,17.68,73.76,2
182,15.88,72.73,2
183,89.32,47.70,0
184,19.12,76.92,2
185,90.99,48.95,0
186,15.60,20.74,3
187,95.48,48.00,0
188,88.06,46.62,0
189,89.17,48.25,0
190,63.51,81.66,1
191,83.96,46.11,0
192,64.40,89.58,1
193,13.03,28.59,3
194,16.60,68.12,2
195,18.41,69.43,2
196,15.34,27.30,3
197,88.43,55.22,0
198,91.28,41.94,0
199,94.95,46.47,0
200,90.78,46.97,0
201,88.85,48.98,0
202,90.09,49.37,0
203,85.99,43.67,0
204,58.09,83.31,1
205,59.51,85.96,1
206,87.83,47.88,0
207,59.84,90.32,1
208,20.05,20.83,3
209,86.24,48.71,0
210,87.14,46.20,0
211,65.94,84.12,1
212,25.96,27.01,3
213,14.46,73.87,2
214,13.57,25.75,3
215,17.31,76.86,2
216,64.09,88.79,1
217,53.83,89.54,1
218,16.46,77.09,2
219,60.28,90.68,1
220,86.76,49.95,0
221,83.85,54.86,0
222,93.34,45.95,0
223,89.05,47.48,0
224,61.55,89.54,1
225,66.69,85.58,1
226,19.37,72.71,2
227,88.65,49.55,0
228,84.50,49.42,0
229,88.73,44.61,0
230,58.59,91.73,1
231,87.40,48.31,0
232,57.97,83.11,1
233,93.26,52.58,0
234,10.98,22.22,3
235,61.37,87.47,1
236,87.75,47.74,0
237,14.83,26.95,3
238,89.54,47.09,0
239,89.34,50.04,0
240,87.77,50.20,0
241,63.48,86.56,1
242,91.58,45.61,0
243,21.20,69.65,2
244,95.44,52.03,0
245,85.45,49.95,0
246,87.73,47.93,0
247,87.06,50.87,0
248,85.43,51.70,0
249,91.63,53.27,0
250,93.37,49.67,0
251,92.02,51.13,0
252,88.36,47.73,0
253,93.18,50.34,0
254,60.88,90.16,1
255,62.09,90.27,1
256,87.67,46.02,0
257,90.28,49.31,0
258,15.59,73.44,2
259,14.81,72.09,2
260,15.37,32.72,3
261,85.62,47.89,0
262,90.58,48.42,0
263,85.35,51.72,0
264,16.91,66.47,2
265,84.84,47.97,0
266,92.76,55.66,0
267,92.78,51.26,0
268,15.58,70.45,2
269,86.50,44.71,0
270,64.23,85.72,1
271,58.79,86.84,1
272,63.77,90.46,1
273,91.93,44.88,0
274,85.21,53.26,0
275,54.42,85.76,1
276,84.83,48.01,0
277,17.79,21.13,3
278,18.79,20.27,3
279,15.43,26.87,3
280,60.70,86.83,1
281,91.36,47.32,0
282,85.98,51.95,0
283,18.35,26.10,3
284,96.74,52.99,0
285,62.33,89.56,1
286,88.74,42.84,0
287,85.40,45.92,0
288,87.92,47.98,0
289,88.08,48.71,0
290,89.54,49.40,0
291,85.38,49.49,0
292,90.47,50.28,0
293,90.81,49.26,0
294,85.55,48.39,0
295,86.35,53.25,0
296,88.03,45.93,0
297,89.63,45.31,0
298,89.53,50.93,0
299,12.48,24.07,3
300,89.50,50.52,0
301,66.27,86.01,1
302,92.20,52.09,0
303,88.54,46.02,0
304,89.63,50.80,0
305,88.56,51.87,0
306,89.38,51.99,0
307,87.23,45.25,0
308,90.86,40.27,0
309,15.57,76.68,2
310,20.12,74.41,2
311,61.48,87.74,1
312,93.57,48.02,0
313,18.81,22.88,3
314,58.06,90.30,1
315,90.38,46.32,0
316,81.36,45.29,0
317,56.14,87.07,1
318,89.20,47.23,0
319,89.21,48.48,0
320,90.87,50.69,0
321,63.62,82.46,1
322,86.20,49.50,0
323,90.57,46.58,0
324,86.76,48.65,0
325,91.95,47.51,0
326,93.03,50.35,0
327,58.88,87.91,1
328,12.90,28.82,3
329,14.30,23.28,3
330,12.27,27.77,3
331,89.35,52.54,0
332,87.99,49.18,0
333,86.67,49.04,0
334,19.88,70.38,2
335,10.76,25.88,3
336,92.22,42.45,0
337,88.23,48.85,0
338,86.43,53.34,0
339,84.27,52.16,0
340,61.75,87.72,1
341,91.37,52.41,0
342,61.97,86.01,1
343,64.95,90.78,1
344,85.03,47.47,0
345,89.19,47.80,0
346,89.13,45.65,0
347,88.91,47.07,0
348,87.24,49.58,0
349,18.29,31.85,3
350,58.12,78.56,1
351,60.11,84.54,1
352,17.75,73.98,2
353,63.87,87.94,1
354,89.62,52.64,0
355,81.08,49.85,0
356,17.25,69.63,2
357,91.21,51.68,0
358,62.87,87.20,1
359,20.80,31.02,3
360,89.36,48.11,0
361,61.97,91.53,1
362,17.33,69.54,2
363,88.28,45.89,0
364,90.83,55.70,0
365,90.39,42.74,0
366,84.42,47.39,0
367,63.19,87.95,1
368,92.95,51.62,0
369,88.36,52.34,0
370,88.36,47.78,0
371,61.27,84.64,1
372,63.02,19.69,4
373,88.87,47.85,0
374,86.17,54.43,0
375,87.92,50.96,0
376,86.54,50.75,0
377,62.83,84.16,1
378,15.15,26.10,3
379,88.10,46.23,0
380,62.07,84.34,1
381,84.98,49.25,0
382,18.31,21.24,3
383,84.45,51.64,0
384,15.25,76.60,2
385,88.03,51.73,0
386,82.91,49.99,0
387,65.36,84.27,1
388,17.46,72.84,2
389,61.79,89.81,1
390,58.79,90.22,1
391,88.00,48.46,0
392,88.45,43.18,0
393,64.69,90.33,1
394,86.54,47.33,0
395,90.38,48.94,0
396,87.15,52.93,0
397,91.95,55.50,0
398,19.23,18.06,3
399,59.60,84.88,1
400,16.68,22.50,3
401,92.24,52.73,0
402,90.55,49.13,0
403,83.97,46.72,0
404,89.32,53.58,0
405,63.07,87.66,1
406,24.69,69.65,2
407,17.99,26.88,3
408,59.19,78.14,1
409,57.55,92.51,1
410,94.86,43.88,0
411,90.03,50.09,0
412,95.03,48.13,0
413,14.78,66.29,2
414,17.74,22.79,3
415,14.20,22.63,3
416,91.02,48.74,0
417,89.58,47.76,0
418,12.41,72.15,2
419,19.82,76.68,2
420,89.17,45.11,0
421,85.86,50.15,0
422,63.41,89.75,1
423,90.49,50.92,0
424,88.42,46.12,0
425,62.35,86.41,1
426,90.24,49.39,0
427,84.51,51.59,0
428,64.46,83.19,1
429,84.91,41.71,0
430,17.47,70.87,2
431,88.06,47.33,0
432,12.32,73.79,2
433,18.75,19.17,3
434,12.53,75.07,2
435,56.54,87.38,1
436,12.34,23.38,3
437,18.59,23.75,3
438,91.29,48.47,0
439,91.50,47.11,0
440,16.39,27.50,3
441,91.56,51.83,0
442,88.52,52.87,0
443,90.53,44.61,0
444,64.61,89.68,1
445,17.99,74.08,2
446,88.61,50.86,0
447,62.11,83.41,1
448,12.51,75.97,2
449,66.32,88.32,1
450,17.79,75.37,2
451,86.80,52.50,0
452,91.59,47.83,0
453,90.08,52.33,0
454,62.26,86.95,1
455,17.96,72.26,2
456,91.50,49.02,0
457,19.39,21.55,3
458,11.84,17.68,3
459,61.24,88.48,1
460,87.98,47.94,0
461,93.54,48.58,0
462,86.63,43.98,0
463,62.32,89.53,1
464,90.32,48.08,0
465,91.30,49.11,0
466,85.54,51.27,0
467,16.65,31.03,3
468,19.18,73.25,2
469,89.51,49.18,0
470,14.23,72.07,2
471,59.99,93.21,1
472,88.61,48.68,0
473,22.65,28.65,3
474,88.83,49.11,0
475,87.66,51.74,0
476,91.10,46.99,0
477,91.27,50.02,0
478,84.82,51.46,0
479,86.28,47.19,0
480,19.76,77.30,2
481,87.22,49.07,0
482,88.25,49.16,0
483,64.91,87.34,1
484,85.56,53.72,0
485,88.99,51.95,0
486,10.96,70.14,2
487,87.94,49.60,0
488,17.67,69.40,2
489,90.40,48.44,0
490,15.89,71.64,2
491,59.59,89.15,1
492,60.94,87.43,1
493,85.20,46.38,0
494,78.77,54.44,0
495,85.43,51.68,0
496,61.83,89.06,1
497,87.68,49.01,0
498,61.18,90.60,1
499,88.92,47.35,0
500,17.74,23.84,3
501,92.29,49.73,0
502,97.30,46.97,0
503,87.05,55.43,0
504,19.40,72.49,2
505,18.46,74.31,2
506,87.41,48.52,0
507,58.42,89.88,1
508,90.41,47.33,0
509,20.59,73.08,2
510,61.34,84.65,1
511,88.21,53.86,0
512,59.81,85.39,1
513,89.36,51.82,0
514,86.97,58.03,0
515,91.37,49.44,0
516,16.73,78.56,2
517,89.96,48.93,0
518,86.92,51.65,0
519,89.97,47.67,0
520,64.65,89.36,1
521,92.14,53.55,0
522,17.83,70.34,2
523,63.38,84.59,1
524,60.49,88.25,1
525,60.12,85.36,1
526,86.44,52.71,0
527,61.41,83.47,1
528,58.71,83.55,1
529,16.76,75.14,2
530,89.36,52.34,0
531,83.48,50.80,0
532,55.09,85.83,1
533,67.39,87.98,1
534,95.36,44.95,0
535,68.11,86.09,1
536,14.30,72.82,2
537,82.15,46.80,0
538,18.49,26.40,3
539,86.46,54.56,0
540,93.58,49.99,0
541,87.80,46.60,0
542,90.65,55.07,0
543,88.12,49.52,0
544,18.60,68.21,2
545,14.52,72.78,2
546,17.41,69.82,2
547,91.14,49.16,0
548,61.61,87.75,1
549,88.50,47.80,0
550,85.77,49.57,0
551,94.05,45.71,0
552,90.90,51.57,0
553,87.51,50.29,0
554,57.42,85.38,1
555,90.62,48.97,0
556,91.58,49.61,0
557,86.27,46.46,0
558,65.79,89.13,1
559,85.76,48.96,0
560,92.38,53.18,0
561,90.25,50.56,0
562,17.90,73.38,2
563,92.81,46.04,0
564,87.28,47.50,0
565,13.31,25.72,3
566,88.47,51.81,0
567,89.26,47.12,0
568,89.35,51.12,0
569,88.38,49.22,0
570,88.23,54.53,0
571,64.47,91.60,1
572,14.98,76.45,2
573,87.07,52.76,0
574,89.94,46.93,0
575,86.48,46.07,0
576,87.00,51.25,0
577,91.12,47.24,0
578,91.79,49.58,0
579,85.60,51.08,0
580,93.43,46.65,0
581,89.98,47.62,0
582,85.43,46.01,0
583,88.43,45.52,0
584,87.85,44.98,0
585,88.91,48.12,0
586,16.97,70.80,2
587,90.39,54.11,0
588,59.12,86.38,1
589,89.42,47.65,0
590,89.31,47.25,0
591,16.54,74.94,2
592,13.59,72.43,2
593,17.27,74.42,2
594,58.93,84.61,1
595,84.53,49.67,0
596,62.35,87.27,1
597,57.60,86.04,1
598,63.75,87.28,1
599,84.91,43.43,0
600,92.88,50.75,0
601,85.44,49.30,0
602,81.13,49.74,0
603,64.98,82.63,1
604,90.18,47.42,0
605,90.15,48.81,0
606,16.07,75.80,2
607,18.75,70.14,2
608,12.20,25.92,3
609,85.69,49.04,0
610,12.98,76.82,2
611,87.68,46.48,0
612,86.80,51.03,0
613,92.28,51.45,0
614,92.69,51.49,0
615,20.54,72.60,2
616,16.18,75.97,2
617,91.60,48.93,0
618,85.18,46.63,0
619,95.61,47.81,0
620,91.96,50.75,0
621,13.50,69.38,2
622,92.93,48.26,0
623,17.52,70.52,2
624,85.48,50.73,0
625,83.73,52.43,0
626,87.64,48.28,0
627,61.41,81.54,1
628,14.38,77.76,2
629,90.96,49.45,0
630,91.55,53.99,0
631,88.37,47.37,0
632,92.68,42.96,0
633,57.69,87.26,1
634,59.96,88.27,1
635,90.41,53.72,0
636,65.42,84.96,1
637,17.76,69.37,2
638,93.64,50.20,0
639,88.10,47.91,0
640,91.42,47.64,0
641,85.71,48.36,0
642,87.77,47.10,0
643,92.36,41.21,0
644,88.28,48.16,0
645,63.96,82.53,1
646,89.92,47.66,0
647,90.67,52.91,0
648,91.26,50.87,0
649,63.13,87.54,1
650,59.15,87.98,1
651,90.58,45.62,0
652,89.15,49.81,0
653,57.27,92.12,1
654,65.27,91.40,1
655,14.56,75.84,2
656,63.78,85.15,1
657,86.26,50.96,0
658,59.30,86.40,1
659,54.19,81.27,1
660,15.19,76.09,2
661,93.78,50.84,0
662,62.67,82.37,1
663,86.46,49.01,0
664,95.69,51.10,0
665,22.08,26.23,3
666,62.32,94.62,1
667,17.21,72.21,2
668,85.07,52.70,0
669,85.92,53.49,0
670,59.52,87.85,1
671,92.05,53.40,0
672,90.60,48.71,0
673,16.64,28.63,3
674,60.92,89.98,1
675,88.77,50.25,0
676,95.37,50.13,0
677,57.22,89.67,1
678,88.33,50.09,0
679,12.84,73.95,2
680,13.44,72.02,2
681,14.57,76.51,2
682,68.26,88.36,1
683,14.98,76.39,2
684,86.25,50.81,0
685,83.69,55.70,0
686,91.94,51.37,0
687,59.29,88.40,1
688,12.18,20.17,3
689,94.57,41.08,0
690,87.64,49.96,0
691,14.24,74.14,2
692,90.25,47.37,0
693,86.52,52.39,0
694,88.07,47.43,0
695,60.50,86.07,1
696,84.54,46.11,0
697,19.60,73.60,2
698,58.90,84.03,1
699,19.45,74.90,2
700,12.91,24.15,3
701,89.39,52.74,0
702,86.48,52.81,0
703,92.80,47.05,0
704,62.16,85.83,1
705,90.79,48.25,0
706,89.86,47.62,0
707,85.59,49.58,0
708,89.27,51.10,0
709,89.86,45.85,0
710,86.21,45.72,0
711,16.40,23.70,3
712,62.39,85.21,1
713,89.21,45.61,0
714,56.05,87.90,1
715,20.89,75.73,2
716,90.84,49.59,0
717,89.68,42.00,0
718,57.07,85.63,1
719,93.43,48.66,0
720,90.89,55.01,0
721,13.39,69.12,2
722,86.35,51.27,0
723,58.33,87.56,1
724,62.67,90.82,1
725,84.02,40.62,0
726,80.67,53.14,0
727,91.49,51.00,0
728,92.44,51.11,0
729,89.69,48.30,0
730,91.61,54.44,0
731,90.47,50.80,0
732,16.40,69.27,2
733,94.29,48.42,0
734,87.49,49.78,0
735,57.50,88.38,1
736,84.64,48.44,0
737,62.49,86.65,1
738,88.56,46.55,0
739,90.19,51.92,0
740,91.19,52.78,0
741,93.24,48.90,0
742,91.00,44.90,0
743,86.72,44.94,0
744,94.34,50.08,0
745,91.48,45.33,0
746,19.80,24.77,3
747,61.23,82.31,1
748,61.94,87.06,1
749,63.06,86.18,1
750,15.01,69.03,2
751,91.03,50.36,0
752,19.28,24.83,3
753,91.33,47.94,0
754,87.46,55.78,0
755,10.32,71.10,2
756,12.93,26.16,3
757,61.70,84.90,1
758,64.53,91.43,1
759,91.68,53.48,0
760,15.71,71.51,2
761,90.81,54.20,0
762,84.89,49.01,0
763,95.53,46.05,0
764,88.42,46.91,0
765,90.63,42.30,0
766,69.38,87.47,1
767,94.75,48.98,0
768,88.28,52.03,0
769,63.89,87.45,1
770,86.36,49.68,0
771,92.04,51.62,0
772,87.52,48.22,0
773,91.20,47.37,0
774,87.94,52.81,0
775,23.04,21.62,3
776,84.96,50.68,0
777,17.64,75.70,2
778,88.80,51.21,0
779,20.71,19.14,3
780,14.79,72.70,2
781,89.99,50.58,0
782,87.99,44.69,0
783,88.53,45.74,0
784,87.95,51.24,0
785,88.79,50.19,0
786,59.87,87.52,1
787,17.58,70.66,2
788,91.23,50.31,0
789,60.41,86.03,1
790,87.39,47.41,0
791,62.99,89.70,1
792,93.63,48.71,0
793,21.74,74.95,2
794,93.53,49.69,0
795,89.35,54.35,0
796,67.16,83.84,1
797,85.91,47.41,0
798,87.45,46.33,0
799,14.81,30.09,3
800,16.78,27.42,3
801,91.20,55.26,0
802,60.32,82.63,1
803,86.91,50.88,0
804,89.16,51.72,0
805,14.06,23.34,3
806,65.28,85.65,1
807,62.39,86.75,1
808,56.51,86.42,1
809,92.04,47.13,0
810,86.08,50.60,0
811,15.99,68.11,2
812,14.18,25.84,3
813,21.11,25.16,3
814,85.79,49.35,0
815,21.69,74.53,2
816,14.69,72.52,2
817,84.28,49.99,0
818,57.78,88.44,1
819,90.36,48.95,0
820,86.67,46.17,0
821,90.78,46.55,0
822,80.97,48.74,0
823,93.77,52.69,0
824,90.62,51.56,0
825,63.45,85.18,1
826,60.48,84.92,1
827,12.94,73.28,2
828,88.63,45.52,0
829,57.67,83.96,1
830,17.92,20.24,3
831,22.00,71.65,2
832,57.20,87.14,1
833,61.71,89.55,1
834,89.81,52.94,0
835,100.14,49.32,0
836,56.45,85.54,1
837,16.48,72.51,2
838,86.97,49.09,0
839,61.17,83.44,1
840,17.15,75.31,2
841,11.66,72.18,2
842,87.95,48.74,0
843,89.98,49.50,0
844,64.21,89.28,1
845,61.89,89.37,1
846,59.38,90.61,1
847,92.61,51.27,0
848,96.95,45.05,0
849,88.01,48.92,0
850,92.79,47.34,0
851,88.80,53.56,0
852,59.09,86.37,1
853,91.15,47.38,0
854,85.54,50.49,0
855,17.31,18.73,3
856,88.73,46.41,0
857,20.50,67.86,2
858,61.39,87.55,1
859,90.06,45.67,0
860,90.15,46.61,0
861,84.39,47.53,0
862,94.24,45.87,0
863,15.86,79.02,2
864,91.14,52.97,0
865,54.46,86.04,1
866,15.49,75.67,2
867,87.14,50.04,0
868,85.88,49.18,0
869,62.55,85.29,1
870,90.69,48.42,0
871,20.47,67.52,2
872,81.72,45.99,0
873,60.69,85.36,1
874,13.04,29.58,3
875,84.00,46.54,0
876,64.49,88.89,1
877,91.74,51.64,0
878,21.31,63.26,2
879,63.64,91.00,1
880,86.52,50.94,0
881,13.90,26.06,3
882,15.99,68.93,2
883,56.81,84.61,1
884,66.60,86.06,1
885,13.75,25.21,3
886,87.60,51.70,0
887,14.51,73.75,2
888,64.60,87.58,1
889,87.39,47.02,0
890,16.48,77.37,2
891,87.42,46.06,0
892,84.51,49.32,0
893,65.34,88.28,1
894,87.40,46.44,0
895,60.19,83.33,1
896,89.00,46.87,0
897,20.29,72.97,2
898,89.02,48.55,0
899,87.02,45.41,0
900,83.27,50.40,0
901,88.70,51.24,0
902,93.05,52.19,0
903,20.72,22.37,3
904,17.79,79.39,2
905,92.57,53.05,0
906,17.21,73.17,2
907,88.99,49.31,0
908,63.33,88.51,1
909,18.53,71.27,2
910,88.36,49.10,0
911,14.32,71.12,2
912,60.59,13.34,4
913,87.47,49.31,0
914,93.52,47.89,0
915,91.69,50.66,0
916,53.83,86.92,1
917,64.53,91.23,1
918,89.32,49.50,0
919,90.30,54.32,0
920,90.23,54.31,0
921,17.19,72.96,2
922,52.93,84.50,1
923,90.93,50.94,0
924,60.67,91.17,1
925,20.53,75.82,2
926,89.16,48.15,0
927,92.63,49.46,0
928,95.83,51.02,0
929,86.01,47.81,0
930,86.54,49.21,0
931,88.12,48.06,0
932,61.22,80.58,1
933,88.50,51.64,0
934,64.26,89.76,1
935,66.30,90.55,1
936,15.08,26.54,3
937,63.63,87.32,1
938,62.89,88.68,1
939,59.50,85.04,1
940,64.77,91.61,1
941,87.95,53.86,0
942,59.02,19.26,4
943,20.93,79.26,2
944,87.60,50.69,0
945,86.87,49.38,0
946,91.64,50.60,0
947,92.53,51.52,0
948,87.42,46.32,0
949,90.31,46.00,0
950,87.97,51.33,0
951,88.53,47.96,0
952,62.29,87.87,1
953,18.51,77.61,2
954,55.62,87.18,1
955,69.64,87.54,1
956,89.01,51.93,0
957,12.23,69.35,2
958,81.89,50.05,0
959,91.64,48.35,0
960,87.46,52.65,0
961,56.64,91.75,1
962,83.00,48.46,0
963,87.97,51.22,0
964,59.42,86.14,1
965,91.36,48.33,0
966,63.08,1.23,4
967,87.23,48.56,0
968,89.84,49.65,0
969,19.14,74.61,2
970,88.83,49.25,0
971,87.65,45.01,0
972,86.32,48.41,0
973,93.26,48.75,0
974,87.47,50.93,0
975,66.93,87.79,1
976,89.62,51.38,0
977,61.47,86.87,1
978,16.52,26.65,3
979,13.13,22.73,3
980,89.60,49.70,0
981,62.97,81.54,1
982,92.49,49.23,0
983,14.46,24.23,3
984,14.17,73.02,2
985,87.34,48.06,0
986,60.19,89.03,1
987,90.00,47.37,0
988,13.29,22.98,3
989,88.65,45.17,0
990,88.30,50.53,0
991,86.63,50.96,0
992,91.15,50.28,0
993,92.18,49.76,0
994,91.41,53.31,0
995,88.33,48.06,0
996,85.00,48.40,0
997,15.34,65.39,2
998,90.43,48.12,0
999,90.90,49.86,0
1000,89.98,44.33,0
1001,15.70,74.37,2
1002,18.43,73.39,2
1003,89.41,46.26,0
1004,87.54,50.20,0
1005,17.36,23.79,3
1006,20.35,74.31,2
1007,82.44,49.47,0
1008,91.42,47.52,0
1009,90.11,46.86,0
1010,86.53,51.79,0
1011,17.30,19.23,3
1012,85.46,43.25,0
1013,93.58,44.77,0
1014,85.71,48.40,0
1015,60.51,87.78,1
1016,87.78,56.05,0
1017,88.70,49.99,0
1018,13.21,71.12,2
1019,86.84,48.48,0
1020,87.37,43.32,0
1021,90.19,49.16,0
1022,89.71,50.96,0
1023,11.90,24.23,3
1024,15.11,75.22,2
1025,65.92,90.14,1
1026,67.44,82.48,1
1027,85.17,45.23,0
1028,91.71,48.86,0
1029,90.27,49.72,0
1030,81.88,42.98,0
1031,90.08,50.87,0
1032,86.23,47.08,0
1033,91.41,52.60,0
1034,85.55,52.84,0
1035,15.31,30.21,3
1036,15.18,69.90,2
1037,86.05,54.99,0
1038,87.25,55.42,0
1039,16.82,74.17,2
1040,92.61,52.01,0
1041,81.80,49.04,0
1042,86.94,49.42,0
1043,60.10,84.48,1
1044,69.40,90.80,1
1045,90.97,50.55,0
1046,14.58,23.96,3
1047,18.29,25.97,3
1048,19.77,73.74,2
1049,62.33,89.06,1
1050,86.89,42.13,0
1051,18.49,68.54,2
1052,88.16,48.08,0
1053,93.81,52.12,0
1054,63.54,84.93,1
1055,89.56,47.13,0
1056,86.35,48.48,0
1057,89.03,49.53,0
1058,89.63,50.18,0
1059,58.52,83.52,1
1060,64.38,86.25,1
1061,15.34,73.28,2
1062,87.07,49.01,0
1063,87.08,55.91,0
1064,61.29,88.18,1
1065,57.31,86.12,1
1066,91.02,49.19,0
1067,92.50,49.53,0
1068,14.21,25.92,3
1069,91.18,50.82,0
1070,89.77,49.59,0
1071,61.92,83.79,1
1072,87.14,49.64,0
1073,84.77,55.94,0
1074,89.88,49.85,0
1075,14.10,68.73,2
1076,88.75,47.04,0
1077,53.35,84.61,1
1078,61.26,84.31,1
1079,16.74,73.14,2
1080,87.28,53.67,0
1081,18.90,75.73,2
1082,64.35,93.79,1
1083,89.42,49.08,0
1084,88.08,50.11,0
1085,90.09,46.10,0
1086,89.88,45.89,0
1087,86.46,48.28,0
1088,89.59,50.25,0
1089,63.84,85.29,1
1090,56.93,87.78,1
1091,88.42,50.92,0
1092,88.38,48.00,0
1093,58.17,84.60,1
1094,90.64,47.46,0
1095,61.44,86.92,1
1096,90.61,46.85,0
1097,87.87,47.17,0
1098,93.14,50.77,0
1099,59.03,85.09,1
1100,61.66,88.98,1
1101,96.02,49.68,0
1102,86.20,47.16,0
1103,88.71,47.38,0
1104,92.73,49.28,0
1105,86.80,53.33,0
1106,84.01,47.89,0
1107,89.78,46.30,0
1108,19.98,25.91,3
1109,15.80,78.31,2
1110,63.87,87.64,1
1111,90.59,49.51,0
1112,16.32,73.69,2
1113,88.23,54.38,0
1114,86.14,50.52,0
1115,90.98,45.04,0
1116,88.38,48.00,0
1117,88.03,52.38,0
1118,88.77,53.93,0
1119,86.50,46.78,0
1120,17.07,78.75,2
1121,89.18,54.74,0
1122,90.35,49.47,0
1123,89.13,46.23,0
1124,19.77,72.50,2
1125,61.86,87.97,1
1126,91.55,42.77,0
1127,59.65,87.72,1
1128,11.88,73.20,2
1129,90.10,39.87,0
1130,82.44,50.18,0
1131,87.40,56.03,0
1132,61.39,94.34,1
1133,18.35,70.96,2
1134,85.91,51.54,0
1135,85.31,47.02,0
1136,86.89,49.45,0
1137,90.71,51.15,0
1138,90.83,49.44,0
1139,88.25,49.16,0
1140,15.54,72.59,2
1141,89.84,51.78,0
1142,22.49,23.07,3
1143,62.19,88.35,1
1144,61.32,89.35,1
1145,88.63,47.17,0
1146,88.39,40.20,0
1147,92.61,51.79,0
1148,13.35,26.53,3
1149,93.54,47.38,0
1150,22.15,26.24,3
1151,87.84,43.75,0
