id,x,y,label
265,74.65,13.33,4
266,91.66,59.43,0
267,109.73,61.35,0
268,78.05,97.27,1
269,94.94,41.19,0
270,84.20,56.01,0
271,73.99,109.00,1
272,105.81,60.58,0
273,27.71,84.36,2
274,110.32,62.34,0
275,65.20,93.21,1
276,97.74,65.11,0
277,97.76,71.89,0
278,73.26,31.60,4
279,102.56,56.04,0
280,113.62,52.61,0
281,97.36,48.08,0
282,101.04,62.98,0
283,97.00,62.55,0
284,23.89,45.57,3
285,103.97,57.53,0
286,105.34,47.63,0
287,103.15,57.58,0
288,86.41,66.05,0
289,98.66,63.64,0
290,107.16,67.59,0
291,108.09,68.96,0
292,97.00,61.58,0
293,82.35,30.03,4
294,103.58,61.00,0
295,108.88,58.16,0
296,91.02,63.84,0
297,102.92,56.41,0
298,114.38,58.32,0
299,112.72,64.22,0
300,66.17,20.37,4
301,97.51,48.62,0
302,111.47,61.29,0
303,91.79,64.83,0
304,106.44,52.60,0
305,71.73,22.90,4
306,98.13,53.19,0
307,81.77,48.86,0
308,101.30,60.38,0
309,116.31,56.55,0
310,62.45,95.02,1
311,106.65,65.54,0
312,104.34,63.34,0
313,26.31,33.16,3
314,91.64,65.14,0
315,88.72,60.24,0
316,97.81,51.25,0
317,106.58,60.25,0
318,77.52,18.93,4
319,106.76,52.22,0
320,102.51,52.33,0
321,90.98,59.62,0
322,103.65,68.25,0
323,100.44,60.44,0
324,108.19,50.10,0
325,108.86,65.25,0
326,99.44,71.40,0
327,67.87,96.35,1
328,107.60,52.40,0
329,99.51,51.91,0
330,108.41,65.38,0
331,65.04,19.16,4
332,25.25,32.43,3
333,93.83,59.92,0
334,110.55,56.02,0
335,74.55,99.10,1
336,103.77,59.90,0
337,94.25,56.48,0
338,97.67,58.28,0
339,103.33,56.57,0
340,98.31,60.83,0
341,70.28,105.25,1
342,96.10,65.02,0
343,103.97,57.98,0
344,98.97,60.69,0
345,61.30,98.65,1
346,66.29,16.16,4
347,104.54,63.64,0
348,70.08,15.12,4
349,56.87,111.27,1
350,72.91,102.20,1
351,104.24,69.57,0
352,63.08,30.95,4
353,102.98,53.67,0
354,109.30,49.25,0
355,97.12,47.44,0
356,109.97,49.06,0
357,63.26,93.11,1
358,103.42,56.10,0
359,109.04,57.03,0
360,98.74,73.51,0
361,64.45,94.64,1
362,97.51,54.87,0
363,99.27,54.83,0
364,92.25,56.91,0
365,72.59,106.78,1
366,78.54,93.32,1
367,74.40,107.34,1
368,97.91,76.34,0
369,88.29,60.42,0
370,93.60,72.73,0
371,103.30,63.00,0
372,98.09,60.45,0
373,102.99,57.01,0
374,95.05,67.21,0
375,91.52,60.88,0
376,92.44,54.08,0
377,99.62,56.06,0
378,108.98,63.77,0
379,94.00,53.18,0
380,91.39,51.22,0
381,80.20,110.59,1
382,103.58,63.29,0
383,87.07,55.19,0
384,73.60,105.11,1
385,108.57,54.65,0
386,101.01,64.11,0
387,97.73,59.67,0
388,106.63,71.55,0
389,104.90,58.09,0
390,99.28,75.81,0
391,99.55,61.60,0
392,104.11,65.94,0
393,109.27,75.67,0
394,96.04,59.72,0
395,71.21,24.89,4
396,123.98,56.42,0
397,99.92,41.67,0
398,81.90,19.43,4
399,74.53,96.89,1
400,107.40,64.97,0
401,89.46,68.64,0
402,114.44,65.62,0
403,118.99,53.93,0
404,105.37,70.44,0
405,75.72,111.16,1
406,83.61,81.84,1
407,104.71,52.72,0
408,98.57,56.94,0
409,69.43,23.11,4
410,97.15,61.70,0
411,99.27,63.57,0
412,98.58,58.60,0
413,88.45,69.98,0
414,97.80,61.76,0
415,60.67,29.54,4
416,83.31,62.72,0
417,29.49,89.35,2
418,104.79,58.98,0
419,72.14,105.79,1
420,101.75,67.34,0
421,105.25,62.30,0
422,67.52,105.87,1
423,87.73,63.82,0
424,114.10,48.90,0
425,101.59,54.68,0
426,96.99,50.86,0
427,79.15,101.99,1
428,79.18,96.82,1
429,101.95,58.10,0
430,95.12,60.21,0
431,101.23,56.71,0
432,60.74,92.22,1
433,102.22,65.49,0
434,95.07,55.43,0
435,93.79,66.34,0
436,95.73,54.75,0
437,97.56,50.27,0
438,98.70,54.64,0
439,101.23,46.29,0
440,97.13,71.15,0
441,92.06,66.85,0
442,27.43,96.48,2
443,95.88,48.92,0
444,68.98,17.61,4
445,71.34,100.54,1
446,96.71,77.93,0
447,93.08,63.77,0
448,84.39,62.82,0
449,101.38,54.70,0
450,87.41,53.98,0
451,64.73,105.23,1
452,94.80,69.54,0
453,96.57,62.08,0
454,39.61,80.35,2
455,101.53,54.63,0
456,73.55,99.98,1
457,92.78,62.57,0
458,103.35,55.74,0
459,70.92,95.93,1
460,103.31,51.26,0
461,77.42,109.22,1
462,80.70,9.11,4
463,99.71,61.52,0
464,109.07,60.46,0
465,68.35,20.53,4
466,109.32,69.22,0
467,103.88,63.63,0
468,95.84,68.06,0
469,96.71,55.92,0
470,90.70,57.14,0
471,101.18,56.13,0
472,73.29,26.25,4
473,109.20,70.92,0
474,68.30,102.79,1
475,103.70,60.93,0
476,36.96,69.71,2
477,38.78,37.88,3
478,93.41,51.56,0
479,95.43,58.53,0
480,77.41,16.51,4
481,103.30,71.88,0
482,103.64,73.71,0
483,108.46,59.65,0
484,38.49,96.24,2
485,96.22,58.07,0
486,100.52,54.45,0
487,93.34,55.42,0
488,101.51,61.94,0
489,78.39,18.52,4
490,117.67,55.92,0
491,99.67,53.58,0
492,100.11,72.24,0
493,101.75,58.90,0
494,101.11,68.63,0
495,19.78,31.79,3
496,88.50,52.79,0
497,97.06,59.88,0
498,93.28,61.30,0
499,109.69,62.08,0
500,102.28,57.46,0
501,107.81,63.95,0
502,89.11,66.76,0
503,75.80,97.92,1
504,113.41,59.21,0
505,94.98,68.00,0
506,106.67,55.12,0
507,104.38,70.99,0
508,102.65,55.01,0
509,110.12,62.68,0
510,108.36,50.73,0
511,108.41,51.36,0
512,71.04,34.75,4
513,102.28,54.40,0
514,101.22,61.81,0
515,115.31,65.35,0
516,104.06,69.55,0
517,95.70,45.56,0
518,113.74,41.58,0
519,89.30,62.01,0
520,91.22,63.20,0
521,85.63,108.34,1
522,59.20,92.13,1
523,102.62,66.86,0
524,113.11,59.32,0
525,65.99,94.73,1
526,109.17,63.28,0
527,31.02,24.65,3
528,76.74,78.43,0
529,96.62,51.58,0
530,106.77,51.18,0
531,74.75,7.62,4
532,69.06,105.51,1
533,65.95,95.21,1
534,110.35,70.26,0
535,8.27,89.33,2
536,76.54,105.65,1
537,93.57,57.07,0
538,69.88,93.94,1
539,115.91,55.68,0
540,60.16,91.21,1
541,89.60,74.31,0
542,102.92,69.02,0
543,32.00,80.72,2
544,94.92,57.52,0
545,26.25,85.15,2
546,82.70,102.18,1
547,110.27,67.09,0
548,94.69,48.72,0
549,103.03,65.25,0
550,64.54,28.09,4
551,26.34,44.06,3
552,108.35,62.88,0
553,91.83,37.96,0
554,110.14,61.64,0
555,92.79,58.61,0
556,90.14,58.58,0
557,116.46,64.90,0
558,96.05,57.98,0
559,110.15,71.79,0
560,36.27,70.15,2
561,82.61,108.40,1
562,93.39,54.92,0
563,13.17,31.54,3
564,68.55,114.85,1
565,104.07,59.68,0
566,21.11,86.54,2
567,111.11,63.30,0
568,108.87,51.39,0
569,71.98,23.64,4
570,96.82,64.60,0
571,97.30,42.84,0
572,35.67,92.90,2
573,32.36,40.38,3
574,93.97,72.75,0
575,104.81,63.80,0
576,24.12,34.29,3
577,114.67,61.50,0
578,74.84,98.89,1
579,106.23,53.08,0
580,103.97,63.49,0
581,71.28,99.43,1
582,95.65,57.38,0
583,21.28,79.51,2
584,69.36,95.02,1
585,108.71,66.93,0
586,99.16,56.09,0
587,105.05,66.50,0
588,80.31,20.32,4
589,71.11,91.15,1
590,89.00,63.16,0
591,100.64,56.73,0
592,95.96,53.55,0
593,104.30,63.50,0
594,112.02,69.43,0
595,74.12,25.74,4
596,107.95,62.74,0
597,96.51,54.43,0
598,91.99,60.26,0
599,102.28,60.88,0
600,36.09,34.12,3
601,102.46,56.57,0
602,91.86,63.87,0
603,94.37,69.38,0
604,90.70,59.88,0
605,21.61,25.12,3
606,102.27,59.82,0
607,90.93,50.00,0
608,103.47,65.68,0
609,104.16,61.30,0
610,100.47,69.39,0
611,100.86,50.85,0
612,90.23,55.11,0
613,86.95,55.02,0
614,104.51,54.88,0
615,97.48,68.98,0
616,104.63,64.98,0
617,107.23,52.95,0
618,102.67,50.54,0
619,93.26,53.13,0
620,107.54,65.57,0
621,61.29,90.79,1
622,116.25,51.57,0
623,104.16,61.84,0
624,23.86,87.04,2
625,19.63,78.66,2
626,110.43,56.52,0
627,93.02,60.12,0
628,101.53,58.88,0
629,100.77,76.92,0
630,63.28,108.45,1
631,104.63,73.40,0
632,106.70,53.32,0
633,96.92,52.46,0
634,101.39,52.99,0
635,95.49,60.18,0
636,73.11,103.37,1
637,100.25,61.83,0
638,102.32,41.99,0
639,67.76,96.81,1
640,24.52,91.16,2
641,107.98,48.90,0
642,105.06,72.08,0
643,71.32,101.87,1
644,93.71,59.08,0
645,101.67,60.11,0
646,109.82,49.79,0
647,99.75,61.38,0
648,29.83,35.66,3
649,99.52,68.50,0
650,102.98,65.63,0
651,85.45,18.32,4
652,98.02,52.35,0
653,104.74,49.69,0
654,100.71,73.26,0
655,110.43,57.28,0
656,77.43,21.53,4
657,102.14,57.76,0
658,104.34,56.27,0
659,100.55,49.77,0
660,94.02,60.09,0
661,93.90,46.97,0
662,99.11,53.96,0
663,108.90,58.02,0
664,97.12,58.49,0
665,108.74,55.43,0
666,97.70,67.74,0
667,92.85,65.50,0
668,14.68,82.80,2
669,88.28,61.62,0
670,95.65,68.68,0
671,99.90,64.74,0
672,104.53,50.62,0
673,95.59,54.08,0
674,105.17,63.39,0
675,97.65,70.75,0
676,84.41,56.61,0
677,104.05,55.60,0
678,89.63,55.46,0
679,80.01,109.39,1
680,73.46,99.27,1
681,76.01,92.34,1
682,97.04,56.95,0
683,108.71,53.17,0
684,32.73,41.69,3
685,106.06,60.14,0
686,111.53,43.41,0
687,66.61,94.52,1
688,100.81,67.09,0
689,96.86,67.87,0
690,94.13,68.74,0
691,99.09,64.26,0
692,100.81,63.00,0
693,91.42,59.84,0
694,97.38,59.91,0
695,94.93,56.32,0
696,80.41,24.77,4
697,63.93,88.94,1
698,72.75,106.39,1
699,95.31,58.55,0
700,104.14,55.61,0
701,79.41,24.37,4
702,72.68,87.70,1
703,105.73,63.38,0
704,107.91,58.60,0
705,40.79,34.63,3
706,39.06,81.23,2
707,68.40,35.60,4
708,86.16,11.65,4
709,110.02,62.32,0
710,96.19,64.88,0
711,103.38,70.69,0
712,84.70,56.27,0
713,109.43,65.09,0
714,75.12,21.54,4
715,107.42,66.34,0
716,99.31,57.22,0
717,91.16,59.43,0
718,104.83,62.18,0
719,73.33,107.95,1
720,89.73,65.56,0
721,82.93,105.35,1
722,107.33,63.27,0
723,28.79,41.79,3
724,72.20,27.50,4
725,95.51,44.07,0
726,103.80,61.26,0
727,62.52,88.37,1
728,89.95,63.82,0
729,30.23,69.15,2
730,30.76,87.75,2
731,97.68,53.12,0
732,35.20,28.04,3
733,99.98,57.82,0
734,99.85,63.86,0
735,102.78,58.77,0
736,106.09,52.55,0
737,91.66,64.82,0
738,90.30,73.80,0
739,101.86,63.64,0
740,91.90,61.77,0
741,42.75,78.99,2
742,60.10,22.24,4
743,28.41,38.28,3
744,98.58,63.55,0
745,76.14,94.26,1
746,96.86,71.76,0
747,95.39,56.41,0
748,101.54,63.59,0
749,104.84,52.72,0
750,108.45,61.07,0
751,71.63,89.38,1
752,98.08,46.17,0
753,60.00,31.99,4
754,95.57,61.58,0
755,106.52,51.81,0
756,107.25,67.00,0
757,94.90,62.14,0
758,105.86,56.98,0
759,75.51,102.49,1
760,107.36,59.12,0
761,71.17,89.32,1
762,96.28,50.96,0
763,90.54,56.34,0
764,96.18,70.47,0
765,104.53,56.57,0
766,100.68,55.35,0
767,95.95,68.93,0
768,101.75,63.74,0
769,105.41,74.39,0
770,104.21,60.59,0
771,69.17,12.24,4
772,106.19,61.30,0
773,77.87,28.52,4
774,72.35,108.91,1
775,102.05,52.91,0
776,63.79,106.88,1
777,68.24,101.14,1
778,94.79,55.07,0
779,101.44,65.98,0
780,91.14,64.84,0
781,78.24,94.96,1
782,82.45,32.66,4
783,15.88,79.99,2
784,106.94,79.94,0
785,104.27,59.41,0
786,74.06,104.57,1
787,98.51,66.96,0
788,31.15,35.43,3
789,81.06,33.03,4
790,98.26,60.87,0
791,70.29,14.50,4
792,101.50,78.16,0
793,95.02,61.79,0
794,97.58,60.53,0
795,100.59,53.74,0
796,69.23,24.41,4
797,70.23,112.18,1
798,92.90,53.44,0
799,93.67,63.23,0
800,72.84,109.18,1
801,114.31,68.89,0
802,106.80,58.18,0
803,88.54,107.76,1
804,95.37,55.70,0
805,23.53,97.18,2
806,109.80,69.41,0
807,87.51,58.46,0
808,61.59,23.17,4
809,99.51,52.24,0
810,71.84,19.28,4
811,100.25,63.91,0
812,64.44,8.18,4
813,96.46,63.06,0
814,104.20,67.36,0
815,81.13,97.58,1
816,66.78,103.70,1
817,102.28,62.88,0
818,86.12,24.37,4
819,68.02,102.70,1
820,60.26,92.39,1
821,97.78,66.79,0
822,104.65,49.66,0
823,107.23,46.48,0
824,70.46,15.48,4
825,100.72,56.22,0
826,96.74,69.22,0
827,96.07,57.81,0
828,24.36,91.21,2
829,107.42,59.74,0
830,93.34,66.76,0
831,25.02,44.79,3
832,94.97,60.03,0
833,82.05,8.85,4
834,106.22,68.14,0
835,106.52,48.45,0
836,110.41,69.93,0
837,95.16,52.04,0
838,105.55,70.38,0
839,78.97,15.98,4
840,85.20,58.33,0
841,101.20,65.44,0
842,98.28,63.21,0
843,98.17,65.04,0
844,95.85,60.31,0
845,101.45,57.96,0
846,87.20,56.84,0
847,66.70,27.46,4
848,97.99,61.85,0
849,98.07,48.19,0
850,103.56,65.19,0
851,70.33,26.41,4
852,18.81,36.36,3
853,108.35,54.57,0
854,73.34,18.26,4
855,109.88,58.36,0
856,97.51,64.35,0
857,112.60,66.97,0
858,90.58,59.95,0
859,97.10,65.05,0
860,102.57,59.20,0
861,63.70,103.25,1
862,86.31,98.75,1
863,102.22,63.62,0
864,74.06,21.51,4
865,104.81,67.53,0
866,111.80,63.66,0
867,83.89,23.94,4
868,84.37,104.12,1
869,100.38,66.31,0
870,104.00,40.31,0
871,80.65,25.16,4
872,102.19,58.09,0
873,92.03,60.28,0
874,94.91,60.50,0
875,86.49,62.39,0
876,98.62,62.65,0
877,102.55,60.07,0
878,111.61,47.59,0
879,74.60,103.09,1
880,32.09,39.77,3
881,103.15,56.95,0
882,99.35,69.44,0
883,88.54,55.29,0
884,97.87,67.90,0
885,97.86,58.73,0
886,83.18,16.45,4
887,98.29,53.42,0
888,105.07,52.34,0
889,98.73,71.09,0
890,98.15,55.18,0
891,106.01,51.26,0
892,111.50,63.18,0
893,94.60,73.40,0
894,99.25,54.12,0
895,36.66,90.70,2
896,101.96,69.88,0
897,90.58,54.30,0
898,85.57,52.33,0
899,111.25,59.09,0
900,103.74,64.75,0
901,61.78,21.05,4
902,98.07,55.14,0
903,100.31,67.40,0
904,74.49,19.42,4
905,28.70,42.93,3
906,105.07,66.49,0
907,87.88,54.26,0
908,88.37,44.75,0
909,23.81,78.53,2
910,97.76,57.44,0
911,65.79,99.47,1
912,71.28,95.20,1
913,97.46,51.64,0
914,100.17,70.61,0
915,70.92,109.80,1
916,106.65,61.89,0
917,108.53,68.03,0
918,70.07,84.16,1
919,106.86,67.68,0
920,57.39,104.05,1
921,105.98,55.96,0
922,25.34,82.68,2
923,99.27,63.46,0
924,95.44,64.80,0
925,97.65,63.03,0
926,104.89,67.44,0
927,76.58,90.70,1
928,102.21,62.55,0
929,70.59,104.58,1
930,91.61,52.16,0
931,104.18,66.83,0
932,105.81,55.58,0
933,103.44,70.88,0
934,105.03,56.76,0
935,76.90,110.37,1
936,90.63,62.30,0
937,106.54,66.86,0
938,103.57,75.10,0
939,97.07,58.26,0
940,96.97,72.53,0
941,94.30,63.64,0
942,75.33,95.99,1
943,106.56,64.99,0
944,84.41,63.88,0
945,92.61,59.71,0
946,105.73,54.12,0
947,91.85,59.67,0
948,100.50,58.25,0
949,75.93,99.72,1
950,77.55,40.19,4
951,97.68,54.48,0
952,101.03,67.87,0
953,102.99,63.62,0
954,76.09,12.70,4
955,65.10,98.29,1
956,107.96,56.98,0
957,106.40,70.47,0
958,100.47,65.08,0
959,69.23,17.78,4
960,100.91,65.75,0
961,113.66,66.97,0
962,75.38,104.09,1
963,98.27,55.98,0
964,13.51,81.85,2
965,93.22,67.74,0
966,29.65,81.60,2
967,94.59,52.75,0
968,84.82,96.13,1
969,111.59,67.98,0
970,91.85,58.94,0
971,106.12,67.99,0
972,73.59,11.36,4
973,66.74,99.93,1
974,83.26,101.86,1
975,102.68,60.45,0
976,103.53,64.08,0
977,96.12,65.79,0
978,90.54,62.21,0
979,99.14,66.63,0
980,75.49,84.58,1
981,98.18,62.68,0
982,90.10,60.88,0
983,101.12,58.39,0
984,98.20,59.48,0
985,90.62,61.22,0
986,110.70,54.37,0
987,94.20,50.28,0
988,85.98,99.44,1
989,72.94,38.10,4
990,74.34,24.87,4
991,24.99,41.04,3
992,31.18,36.53,3
993,64.75,19.42,4
994,85.73,66.35,0
995,98.25,58.73,0
996,89.91,59.88,0
997,103.40,57.89,0
998,111.09,56.68,0
999,112.98,71.14,0
1000,75.52,99.08,1
1001,103.99,66.37,0
1002,68.85,97.51,1
1003,109.19,67.55,0
1004,43.03,80.72,2
1005,76.67,20.27,4
1006,38.36,44.17,3
1007,119.35,59.75,0
1008,100.90,54.78,0
1009,101.31,61.66,0
1010,99.09,59.10,0
1011,109.57,40.00,0
1012,93.93,60.66,0
1013,59.91,94.61,1
1014,81.76,106.51,1
1015,87.25,64.39,0
1016,97.74,54.36,0
1017,60.40,97.86,1
1018,66.82,105.14,1
1019,105.46,64.68,0
1020,107.13,66.00,0
1021,110.72,62.81,0
1022,118.96,62.19,0
1023,39.08,34.00,3
1024,104.30,61.22,0
1025,93.42,62.74,0
1026,74.50,94.88,1
1027,75.29,16.83,4
1028,102.23,60.09,0
1029,95.93,55.82,0
1030,100.65,62.70,0
1031,109.46,67.08,0
1032,99.24,55.98,0
1033,94.30,59.89,0
1034,78.52,27.10,4
1035,78.33,23.25,4
1036,104.78,59.71,0
1037,27.76,48.34,3
1038,90.57,55.72,0
1039,88.89,68.14,0
1040,16.64,71.59,2
1041,101.56,69.39,0
1042,101.77,67.74,0
1043,85.88,104.56,1
1044,74.23,19.47,4
1045,99.75,57.98,0
1046,78.41,19.34,4
1047,103.85,63.88,0
1048,73.38,15.70,4
1049,26.19,86.89,2
1050,77.18,96.65,1
1051,112.32,60.76,0
1052,107.47,73.98,0
1053,104.17,59.97,0
1054,101.14,58.30,0
1055,108.81,61.76,0
1056,115.14,52.95,0
1057,95.89,52.32,0
1058,75.64,86.24,1
1059,78.87,23.59,4
1060,101.19,60.49,0
1061,104.84,63.85,0
1062,81.27,16.58,4
1063,102.82,62.18,0
1064,95.55,60.04,0
1065,100.70,48.87,0
1066,85.95,54.73,0
1067,105.16,56.92,0
1068,98.64,60.45,0
1069,102.45,52.09,0
1070,71.66,16.60,4
1071,68.46,101.45,1
1072,64.37,105.45,1
1073,93.76,68.64,0
1074,99.50,53.82,0
1075,103.64,63.46,0
1076,100.31,61.05,0
1077,88.29,71.17,0
1078,68.70,93.10,1
1079,64.08,97.48,1
1080,111.87,49.10,0
1081,111.77,64.21,0
1082,99.01,63.06,0
1083,113.20,74.79,0
1084,100.06,60.40,0
1085,67.97,103.56,1
1086,100.68,71.12,0
1087,87.21,66.02,0
1088,86.69,98.43,1
1089,106.62,65.52,0
1090,86.25,56.76,0
1091,102.50,73.11,0
1092,113.10,69.09,0
1093,68.40,98.51,1
1094,65.35,88.19,1
1095,109.38,71.92,0
1096,109.37,57.35,0
1097,80.52,102.11,1
1098,101.93,69.65,0
1099,72.33,95.47,1
1100,98.62,66.80,0
1101,71.99,9.42,4
1102,91.98,57.45,0
1103,101.86,64.33,0
1104,87.50,49.22,0
1105,107.89,69.57,0
1106,26.51,81.94,2
1107,69.01,101.59,1
1108,102.18,52.60,0
1109,89.35,62.06,0
1110,108.20,68.25,0
1111,88.93,64.88,0
1112,100.77,54.66,0
1113,97.04,56.38,0
1114,95.61,52.49,0
1115,75.95,100.10,1
1116,95.17,61.05,0
1117,96.31,45.12,0
1118,65.17,102.82,1
1119,99.21,59.19,0
1120,72.23,17.12,4
1121,95.71,60.09,0
1122,104.30,53.94,0
1123,110.25,56.50,0
1124,69.90,98.82,1
1125,107.16,63.44,0
1126,71.32,103.39,1
1127,114.21,52.10,0
1128,89.37,58.44,0
1129,32.04,81.84,2
1130,97.91,63.60,0
1131,79.71,25.11,4
1132,77.11,17.32,4
1133,32.01,30.88,3
1134,113.52,58.64,0
1135,95.02,53.77,0
1136,95.62,59.32,0
1137,101.65,51.89,0
1138,37.22,82.64,2
1139,70.77,87.37,1
1140,80.57,86.66,1
1141,107.15,61.81,0
1142,102.28,62.88,0
1143,73.83,102.90,1
1144,117.11,59.46,0
1145,112.33,61.24,0
1146,93.14,58.56,0
1147,103.10,58.50,0
1148,97.72,56.53,0
1149,55.83,104.57,1
1150,107.98,61.78,0
1151,98.21,58.63,0
