id,x,y,label
118,88.61,47.58,0
119,88.58,46.38,0
120,90.80,41.84,0
121,23.02,12.88,2
122,28.98,8.86,2
123,27.07,16.06,2
124,82.23,42.69,0
125,83.89,49.35,0
126,85.50,44.04,0
127,25.74,78.94,1
128,85.53,46.37,0
129,87.33,43.97,0
130,24.14,8.71,2
131,84.76,45.92,0
132,83.97,48.42,0
133,28.19,10.78,2
134,27.19,78.76,1
135,85.79,46.36,0
136,28.37,5.74,2
137,82.96,46.80,0
138,26.28,12.47,2
139,87.76,48.93,0
140,90.26,44.48,0
141,27.96,5.74,2
142,87.55,44.95,0
143,86.36,45.57,0
144,26.16,15.23,2
145,87.62,44.23,0
146,23.34,10.20,2
147,26.72,11.66,2
148,26.19,14.53,2
149,86.31,47.92,0
150,26.36,83.94,1
151,84.83,44.35,0
152,84.57,45.36,0
153,87.20,44.08,0
154,23.93,82.99,1
155,84.57,44.34,0
156,86.31,46.02,0
157,87.52,40.73,0
158,28.29,9.01,2
159,83.34,45.21,0
160,86.55,44.34,0
161,85.12,46.96,0
162,81.72,44.82,0
163,28.45,9.53,2
164,22.55,9.48,2
165,85.07,43.65,0
166,89.64,40.45,0
167,86.28,46.67,0
168,86.94,46.71,0
169,86.56,47.32,0
170,24.70,13.82,2
171,86.04,47.30,0
172,81.90,44.21,0
173,87.23,44.21,0
174,88.74,46.89,0
175,87.66,45.19,0
176,85.08,46.22,0
177,88.66,46.23,0
178,86.48,45.85,0
179,84.06,41.81,0
180,82.12,44.00,0
181,85.20,46.34,0
182,86.73,46.02,0
183,25.92,74.74,1
184,25.40,14.37,2
185,88.08,44.34,0
186,87.48,48.44,0
187,82.78,47.62,0
188,87.26,49.83,0
189,29.08,81.33,1
190,88.08,46.50,0
191,84.50,43.22,0
192,85.15,47.35,0
193,88.49,48.28,0
194,26.58,10.04,2
195,86.37,48.55,0
196,86.86,47.45,0
197,26.51,82.04,1
198,87.51,45.38,0
199,88.80,44.80,0
200,88.61,46.69,0
201,89.85,45.22,0
202,29.89,80.63,1
203,25.80,12.06,2
204,26.49,79.34,1
205,27.10,10.00,2
206,88.06,46.21,0
207,29.29,13.00,2
208,86.68,44.20,0
209,83.95,45.69,0
210,28.76,9.71,2
211,24.64,11.55,2
212,85.40,47.47,0
213,25.26,82.99,1
214,85.93,47.30,0
215,85.64,46.86,0
216,22.23,80.72,1
217,23.50,83.03,1
218,27.53,79.65,1
219,86.91,43.40,0
220,85.10,45.60,0
221,23.44,8.54,2
222,23.37,10.14,2
223,85.73,46.69,0
224,25.61,82.93,1
225,84.94,45.93,0
226,86.59,46.38,0
227,90.38,45.39,0
228,25.85,81.38,1
229,24.53,80.21,1
230,22.25,81.06,1
231,83.74,46.79,0
232,83.55,44.02,0
233,29.21,9.29,2
234,22.57,12.13,2
235,24.89,8.52,2
236,21.26,12.79,2
237,86.34,48.57,0
238,23.13,12.41,2
239,83.78,44.66,0
240,26.02,10.17,2
241,86.55,48.60,0
242,24.94,11.43,2
243,85.46,46.73,0
244,24.29,11.40,2
245,86.09,45.67,0
246,86.21,47.81,0
247,26.25,77.78,1
248,85.72,46.64,0
249,85.38,45.51,0
250,86.70,44.76,0
251,24.94,81.02,1
252,91.58,47.78,0
253,89.33,44.25,0
254,28.17,12.24,2
255,83.59,45.52,0
256,22.24,9.26,2
257,29.10,13.74,2
258,25.12,12.58,2
259,84.51,44.12,0
260,23.33,12.52,2
261,24.46,12.79,2
262,27.95,9.74,2
263,87.78,43.70,0
264,21.79,80.88,1
265,82.13,43.79,0
266,86.12,46.03,0
267,87.42,49.03,0
268,82.36,47.32,0
269,27.89,10.57,2
270,27.17,13.33,2
271,86.08,47.74,0
272,86.39,48.77,0
273,25.61,12.01,2
274,83.81,47.53,0
275,26.70,13.76,2
276,86.48,43.01,0
277,25.34,11.03,2
278,23.50,11.88,2
279,86.68,48.21,0
280,85.95,47.53,0
281,86.18,47.14,0
282,87.64,46.53,0
283,85.60,46.66,0
284,85.42,44.05,0
285,27.36,15.03,2
286,86.97,45.80,0
287,25.73,77.72,1
288,86.28,47.51,0
289,27.81,11.32,2
290,89.01,40.97,0
291,88.79,48.42,0
292,23.77,7.30,2
293,87.81,43.01,0
294,28.54,8.04,2
295,85.69,40.48,0
296,85.44,43.46,0
297,86.27,45.42,0
298,85.69,44.93,0
299,22.56,80.61,1
300,84.01,45.74,0
301,28.37,13.37,2
302,25.76,11.16,2
303,22.99,11.90,2
304,84.66,43.02,0
305,87.65,43.49,0
306,83.02,44.49,0
307,86.10,45.16,0
308,87.04,47.53,0
309,88.18,45.76,0
310,88.85,42.52,0
311,82.56,44.37,0
312,26.67,11.09,2
313,84.05,46.33,0
314,21.86,78.89,1
315,86.34,44.92,0
316,28.97,11.06,2
317,24.12,12.26,2
318,83.13,44.92,0
319,83.88,41.37,0
320,24.25,9.13,2
321,88.85,46.78,0
322,86.20,44.88,0
323,25.26,79.97,1
324,89.72,45.72,0
325,27.52,9.91,2
326,84.48,44.56,0
327,86.18,46.80,0
328,86.90,44.46,0
329,90.01,43.96,0
330,27.80,14.29,2
331,86.85,48.13,0
332,84.90,45.39,0
333,88.93,47.32,0
334,83.77,42.82,0
335,23.29,8.53,2
336,26.28,9.64,2
337,84.39,44.49,0
338,83.83,50.67,0
339,81.20,44.57,0
340,27.26,13.13,2
341,88.13,44.91,0
342,24.78,81.12,1
343,89.74,42.54,0
344,83.18,47.10,0
345,25.30,9.49,2
346,87.80,48.91,0
347,29.33,11.69,2
348,85.19,44.40,0
349,23.65,11.99,2
350,84.45,44.02,0
351,83.43,48.24,0
352,86.38,44.69,0
353,87.51,46.13,0
354,87.50,43.94,0
355,24.54,9.71,2
356,23.82,81.57,1
357,25.61,82.16,1
358,85.71,44.89,0
359,85.49,45.48,0
360,26.83,10.96,2
361,23.79,12.26,2
362,86.86,42.81,0
363,22.94,77.92,1
364,87.31,47.35,0
365,27.22,9.72,2
366,85.33,49.17,0
367,22.93,10.02,2
368,81.35,44.51,0
369,89.35,46.92,0
370,87.48,43.05,0
371,85.30,42.04,0
372,87.08,45.42,0
373,89.59,46.69,0
374,22.33,15.17,2
375,85.62,42.09,0
376,85.57,43.40,0
377,89.82,45.23,0
378,23.99,12.07,2
379,84.04,46.06,0
380,27.96,14.83,2
381,29.44,84.48,1
382,81.70,44.38,0
383,88.44,47.34,0
384,84.53,50.85,0
385,85.46,43.99,0
386,87.74,47.81,0
387,84.52,47.12,0
388,83.52,43.54,0
389,84.30,44.68,0
390,22.11,11.08,2
391,90.02,44.89,0
392,83.79,42.57,0
393,86.35,45.20,0
394,25.87,12.83,2
395,88.57,49.14,0
396,86.62,46.89,0
397,82.90,45.31,0
398,89.78,48.63,0
399,26.75,80.58,1
400,88.04,48.42,0
401,89.97,42.87,0
402,87.97,45.31,0
403,85.62,43.88,0
404,27.27,78.23,1
405,25.50,11.28,2
406,88.34,48.83,0
407,86.32,45.46,0
408,28.64,80.71,1
409,25.25,82.84,1
410,25.52,8.79,2
411,22.00,9.61,2
412,26.67,14.39,2
413,27.91,15.40,2
414,86.54,47.11,0
415,26.82,12.30,2
416,28.16,80.70,1
417,84.58,49.03,0
418,83.01,46.36,0
419,85.51,43.56,0
420,85.97,42.92,0
421,24.85,11.62,2
422,27.50,13.84,2
423,86.97,42.95,0
424,85.34,42.11,0
425,84.53,45.80,0
426,22.45,8.75,2
427,84.82,49.07,0
428,25.02,11.38,2
429,83.96,49.91,0
430,25.71,82.64,1
431,88.99,42.45,0
432,27.49,14.82,2
433,92.33,42.07,0
434,25.01,80.34,1
435,27.13,7.49,2
436,84.80,45.91,0
437,85.68,40.54,0
438,85.07,45.43,0
439,26.97,9.49,2
440,21.90,10.89,2
441,85.93,45.42,0
442,28.68,7.59,2
443,85.75,47.75,0
444,82.92,47.30,0
445,27.35,14.62,2
446,23.42,9.59,2
447,88.46,49.00,0
448,87.49,42.70,0
449,88.39,44.96,0
450,86.68,45.11,0
451,86.04,48.91,0
452,86.93,44.49,0
453,84.43,44.12,0
454,25.46,13.01,2
455,88.28,48.12,0
456,86.06,46.25,0
457,86.05,45.86,0
458,25.48,82.93,1
459,29.98,11.06,2
460,86.94,43.98,0
461,88.28,47.63,0
462,26.42,12.61,2
463,26.43,12.99,2
464,27.24,11.39,2
465,27.77,83.96,1
466,89.57,47.37,0
467,27.07,11.90,2
468,24.88,84.52,1
469,82.09,43.67,0
470,86.00,41.66,0
471,83.65,46.45,0
472,83.87,44.00,0
473,85.83,50.20,0
474,86.90,45.71,0
475,88.24,44.71,0
476,88.02,41.58,0
477,86.05,46.22,0
478,23.48,12.36,2
479,84.87,44.84,0
480,28.32,9.31,2
481,23.99,12.34,2
482,22.53,11.98,2
483,88.32,43.89,0
484,88.20,43.31,0
485,25.73,11.78,2
486,85.51,47.19,0
487,83.78,47.93,0
488,25.20,12.32,2
489,84.62,46.12,0
490,28.07,10.67,2
491,24.18,12.96,2
492,86.62,43.89,0
493,86.65,48.66,0
494,84.68,43.62,0
495,26.49,78.06,1
496,29.34,80.24,1
497,86.35,46.87,0
498,23.29,12.97,2
499,24.82,83.12,1
