id,x,y,label
93,33.28,28.88,3
94,74.01,89.22,1
95,27.13,33.84,3
96,93.38,53.88,0
97,67.25,32.24,4
98,108.81,62.35,0
99,65.90,24.72,4
100,32.57,30.62,3
101,62.26,28.10,4
102,69.56,24.85,4
103,23.87,45.54,3
104,27.86,28.26,3
105,29.19,36.19,3
106,66.05,18.83,4
107,25.62,33.91,3
108,76.74,95.59,1
109,97.63,61.25,0
110,78.92,101.82,1
111,22.00,35.37,3
112,72.20,16.35,4
113,75.41,100.15,1
114,89.07,57.10,0
115,32.78,42.96,3
116,89.70,92.03,1
117,78.29,95.83,1
118,60.55,19.14,4
119,66.38,91.13,1
120,81.15,85.23,1
121,77.14,110.14,1
122,72.84,21.04,4
123,74.71,16.07,4
124,73.96,98.06,1
125,21.82,30.19,3
126,79.02,95.44,1
127,17.64,31.01,3
128,79.81,96.73,1
129,70.29,27.57,4
130,63.73,89.65,1
131,28.82,30.37,3
132,27.66,36.51,3
133,74.63,20.80,4
134,70.87,105.80,1
135,26.78,35.16,3
136,27.11,33.87,3
137,16.49,38.97,3
138,7.15,35.92,3
139,75.81,10.31,4
140,61.32,95.29,1
141,72.54,96.88,1
142,74.52,92.44,1
143,23.12,37.57,3
144,39.68,42.01,3
145,64.16,98.83,1
146,25.47,50.76,3
147,74.51,101.79,1
148,57.99,19.50,4
149,58.27,94.66,1
150,59.07,18.38,4
151,68.89,22.24,4
152,101.18,57.45,0
153,21.13,81.08,2
154,27.06,26.38,3
155,95.24,57.86,0
156,66.45,100.66,1
157,63.50,99.50,1
158,66.19,90.14,1
159,28.59,79.46,2
160,101.64,66.19,0
161,92.26,57.05,0
162,33.23,31.32,3
163,68.37,92.72,1
164,83.73,13.07,4
165,22.90,34.13,3
166,73.25,22.99,4
167,25.43,31.04,3
168,24.70,36.39,3
169,71.73,23.40,4
170,82.75,60.83,0
171,90.34,58.92,0
172,67.56,91.44,1
173,81.07,13.26,4
174,70.77,9.15,4
175,72.54,16.98,4
176,54.93,105.04,1
177,70.64,97.86,1
178,78.54,12.74,4
179,70.29,96.79,1
180,71.62,7.79,4
181,15.03,36.84,3
182,106.67,57.64,0
183,74.92,94.96,1
184,15.47,34.65,3
185,66.76,20.95,4
186,66.26,102.16,1
187,73.66,103.97,1
188,103.27,56.11,0
189,25.25,35.53,3
190,79.07,23.90,4
191,70.43,101.21,1
192,25.47,41.45,3
193,88.12,66.98,0
194,102.52,55.00,0
195,92.74,57.31,0
196,25.45,82.53,2
197,82.69,27.36,4
198,65.60,96.02,1
199,24.13,35.52,3
200,56.26,17.01,4
201,81.85,10.17,4
202,74.15,91.23,1
203,68.80,101.41,1
204,23.69,26.86,3
205,71.68,25.67,4
206,32.12,34.07,3
207,64.74,91.10,1
208,57.73,90.17,1
209,40.11,30.27,3
210,25.25,28.75,3
211,68.18,23.45,4
212,24.46,28.35,3
213,94.42,44.47,0
214,26.87,39.66,3
215,91.20,49.28,0
216,79.49,21.67,4
217,60.20,24.59,4
218,70.28,17.42,4
219,26.54,35.64,3
220,75.54,92.10,1
221,19.42,36.37,3
222,68.18,92.63,1
223,74.31,102.57,1
224,30.89,32.54,3
225,94.16,57.36,0
226,84.47,100.68,1
227,75.47,101.54,1
228,72.91,105.76,1
229,23.96,32.08,3
230,21.82,46.35,3
231,97.18,52.66,0
232,79.67,28.21,4
233,97.64,51.79,0
234,78.82,98.81,1
235,63.10,25.14,4
236,22.10,23.30,3
237,28.46,86.48,2
238,75.53,19.47,4
239,17.31,27.58,3
240,67.07,25.43,4
241,103.33,64.72,0
242,69.20,105.32,1
243,74.80,19.86,4
244,97.92,44.05,0
245,61.42,107.87,1
246,96.03,53.08,0
247,98.71,60.92,0
248,61.06,19.91,4
249,24.73,40.83,3
250,31.60,41.20,3
251,30.92,83.70,2
252,64.48,88.90,1
253,63.71,13.97,4
254,81.72,21.76,4
255,72.89,104.28,1
256,24.32,40.19,3
257,66.99,5.87,4
258,74.94,19.86,4
259,69.99,19.55,4
260,29.58,40.37,3
261,67.45,12.79,4
262,67.16,96.28,1
263,93.46,44.77,0
264,100.82,56.73,0
265,29.34,33.14,3
266,67.01,90.83,1
267,73.00,101.16,1
268,29.62,38.45,3
269,69.68,89.85,1
270,88.57,56.98,0
271,68.07,34.05,4
272,62.15,25.18,4
273,69.41,85.79,1
274,71.03,92.74,1
275,23.84,33.33,3
276,20.39,37.79,3
277,20.25,39.17,3
278,12.72,39.09,3
279,20.13,31.09,3
280,70.70,91.49,1
281,22.79,38.52,3
282,63.06,30.07,4
283,70.03,23.77,4
284,13.05,42.27,3
285,75.56,27.34,4
286,73.12,21.21,4
287,79.49,21.14,4
288,60.54,10.25,4
289,61.79,99.55,1
290,26.23,34.50,3
291,77.90,12.42,4
292,70.42,104.07,1
293,27.18,75.54,2
294,102.86,62.92,0
295,72.50,111.06,1
296,68.04,8.93,4
297,20.68,32.20,3
298,72.89,96.31,1
299,71.44,97.07,1
300,77.65,26.26,4
301,24.39,85.58,2
302,16.08,44.75,3
303,23.08,35.82,3
304,76.42,96.76,1
305,76.88,12.81,4
306,72.57,17.08,4
307,29.37,32.09,3
308,26.57,43.73,3
309,23.70,35.04,3
310,28.75,87.29,2
311,61.78,18.29,4
312,66.25,16.90,4
313,63.97,98.66,1
314,70.85,14.56,4
315,75.77,18.73,4
316,104.45,60.02,0
317,73.03,11.66,4
318,20.24,80.26,2
319,78.26,99.14,1
320,21.32,34.39,3
321,96.30,53.32,0
322,94.60,56.90,0
323,106.39,61.19,0
324,76.02,12.14,4
325,33.18,50.55,3
326,75.38,94.96,1
327,64.82,92.66,1
328,68.99,22.35,4
329,67.83,103.54,1
330,14.26,35.30,3
331,69.55,23.18,4
332,61.62,100.50,1
333,69.09,24.32,4
334,33.89,40.86,3
335,70.74,100.80,1
336,67.61,103.19,1
337,76.11,89.33,1
338,82.83,24.54,4
339,26.89,43.24,3
340,28.60,21.07,3
341,33.16,36.03,3
342,78.59,17.00,4
343,67.10,15.79,4
344,26.82,33.50,3
345,67.56,95.14,1
346,104.17,64.30,0
347,69.37,91.16,1
348,69.75,97.90,1
349,32.47,41.38,3
350,73.88,89.30,1
351,101.16,54.05,0
352,63.61,102.19,1
353,35.92,35.98,3
354,27.98,33.44,3
355,71.99,97.52,1
356,98.32,60.54,0
357,63.67,19.49,4
358,78.85,19.00,4
359,63.95,25.27,4
360,104.30,54.46,0
361,71.46,93.72,1
362,30.19,31.65,3
363,25.45,38.60,3
364,90.76,54.51,0
365,79.24,20.94,4
366,63.88,98.74,1
367,66.86,8.59,4
368,91.50,53.57,0
369,19.38,34.18,3
370,28.00,42.39,3
371,73.33,20.14,4
372,75.87,10.57,4
373,62.85,16.30,4
374,17.25,28.55,3
375,70.16,96.84,1
376,76.75,13.46,4
377,67.74,90.87,1
378,22.92,44.03,3
379,75.45,27.98,4
380,20.25,53.51,3
381,64.42,16.26,4
382,29.22,21.93,3
383,78.85,99.96,1
384,76.16,15.46,4
385,101.30,49.49,0
386,62.44,19.15,4
387,75.99,87.95,1
388,26.66,25.57,3
389,75.55,93.78,1
390,69.45,28.57,4
391,70.90,107.73,1
392,21.76,33.49,3
393,95.22,54.52,0
394,71.03,19.51,4
395,15.46,31.43,3
396,100.24,56.63,0
397,62.16,6.64,4
398,23.13,31.03,3
399,65.97,7.53,4
400,66.39,86.74,1
401,27.26,79.93,2
402,29.21,42.27,3
403,23.96,37.92,3
404,22.94,42.60,3
405,70.18,24.39,4
406,76.20,26.32,4
407,20.44,77.90,2
408,24.68,33.02,3
409,84.68,18.09,4
410,68.87,95.34,1
411,23.76,77.86,2
412,28.66,22.26,3
413,66.80,91.92,1
414,73.51,102.51,1
415,24.59,27.79,3
416,68.56,8.34,4
417,55.10,27.88,4
418,92.58,56.40,0
419,81.61,95.33,1
420,30.51,41.13,3
421,58.77,94.82,1
422,35.60,45.97,3
423,77.31,91.39,1
424,67.66,19.38,4
425,18.05,90.97,2
426,31.37,35.65,3
427,73.31,29.18,4
428,65.61,24.05,4
429,67.57,90.29,1
430,27.35,29.98,3
431,66.22,93.49,1
432,99.23,58.16,0
433,67.34,98.12,1
434,73.90,87.14,1
435,24.45,37.01,3
436,96.01,58.79,0
437,78.91,97.41,1
438,26.06,39.12,3
439,75.20,11.85,4
440,71.00,18.54,4
441,32.85,32.36,3
442,24.22,45.53,3
443,63.91,14.85,4
444,71.87,101.82,1
445,73.63,17.10,4
446,38.22,29.84,3
447,13.87,27.42,3
448,21.99,28.89,3
449,16.37,32.49,3
450,60.41,33.15,4
451,64.57,104.11,1
452,27.49,37.51,3
453,25.23,87.59,2
454,76.18,2.83,4
455,23.43,36.64,3
456,83.52,89.42,1
457,58.73,24.73,4
458,14.80,38.71,3
459,72.26,93.32,1
460,64.92,17.01,4
461,74.50,14.44,4
462,62.73,20.45,4
463,65.55,28.28,4
464,71.25,91.61,1
465,34.10,29.95,3
466,68.36,93.47,1
467,69.70,16.52,4
468,99.29,62.65,0
469,70.69,17.17,4
470,96.53,48.84,0
471,17.57,39.01,3
472,32.60,31.55,3
473,78.70,97.40,1
474,28.99,32.47,3
475,68.45,14.35,4
476,62.56,92.48,1
477,47.71,96.33,1
478,72.97,103.26,1
479,72.43,22.29,4
480,34.24,29.82,3
481,70.75,26.15,4
482,59.69,16.90,4
483,24.87,25.01,3
484,61.20,16.44,4
485,92.43,54.86,0
486,73.12,96.14,1
487,20.39,85.91,2
488,63.79,94.01,1
489,83.48,98.72,1
490,64.18,96.28,1
491,70.83,88.80,1
492,78.08,105.31,1
493,75.69,20.87,4
494,67.10,10.99,4
495,71.11,18.20,4
496,60.22,15.14,4
497,19.26,30.34,3
498,79.06,87.48,1
499,68.43,100.47,1
500,70.93,19.49,4
501,70.42,18.20,4
502,96.00,60.26,0
503,77.16,96.53,1
504,61.83,94.43,1
505,64.70,19.02,4
506,75.06,17.40,4
507,61.58,86.80,1
508,74.15,100.69,1
509,62.70,80.96,1
510,67.82,98.23,1
511,32.33,35.07,3
512,64.00,21.09,4
513,74.96,100.22,1
514,74.19,19.99,4
515,21.87,30.15,3
516,79.38,14.95,4
517,72.98,26.92,4
518,82.09,13.94,4
519,31.45,36.28,3
520,65.83,19.66,4
521,77.89,96.39,1
522,100.64,55.74,0
523,68.58,27.67,4
524,14.28,27.92,3
525,73.05,30.88,4
526,63.09,25.33,4
527,81.15,108.65,1
528,66.11,103.05,1
529,78.25,99.41,1
530,96.04,52.69,0
531,73.27,110.42,1
532,85.97,18.47,4
533,65.14,20.28,4
534,26.42,36.66,3
535,109.90,68.09,0
536,65.85,9.49,4
537,69.06,28.27,4
538,69.45,18.37,4
539,98.18,52.41,0
540,22.99,32.91,3
541,76.25,7.33,4
542,67.10,98.36,1
543,96.87,58.26,0
544,72.73,89.64,1
545,78.69,105.22,1
546,34.33,34.91,3
547,62.42,13.99,4
548,75.55,105.29,1
549,30.72,37.34,3
550,71.32,89.49,1
551,24.75,33.04,3
552,93.75,55.69,0
553,72.50,35.24,4
554,72.29,91.85,1
555,32.31,26.14,3
556,22.99,34.43,3
557,75.27,19.94,4
558,65.27,22.85,4
559,70.83,26.21,4
560,78.28,26.04,4
561,61.38,86.77,1
562,80.90,91.54,1
563,78.82,16.63,4
564,73.02,21.34,4
565,26.30,36.54,3
566,21.56,77.99,2
567,66.71,21.10,4
568,75.07,97.80,1
569,24.62,34.36,3
570,94.25,56.86,0
571,64.03,14.91,4
572,29.19,79.71,2
573,28.52,31.45,3
574,25.02,22.80,3
575,78.67,13.75,4
576,28.90,33.56,3
577,78.21,18.48,4
578,12.89,45.86,3
579,74.15,17.04,4
580,80.92,99.83,1
581,27.67,32.69,3
582,24.13,39.45,3
583,93.70,63.61,0
584,19.91,30.48,3
585,73.17,22.27,4
586,95.14,61.91,0
587,72.82,20.02,4
588,59.25,26.79,4
589,28.99,92.53,2
590,60.10,93.13,1
591,69.96,101.06,1
592,27.29,76.76,2
593,92.29,59.74,0
594,26.36,35.13,3
595,70.70,99.26,1
596,21.77,41.37,3
597,91.85,48.66,0
598,73.27,22.09,4
599,61.96,103.77,1
600,20.86,30.19,3
601,23.73,27.22,3
602,60.46,10.77,4
603,19.17,28.10,3
604,18.87,31.57,3
605,82.72,50.58,0
606,63.70,92.14,1
607,65.58,20.39,4
608,72.33,18.96,4
609,29.01,37.02,3
610,64.79,90.62,1
611,88.46,75.73,0
612,66.65,105.20,1
613,74.07,28.05,4
614,61.55,106.72,1
615,70.77,14.24,4
616,22.37,26.08,3
617,66.97,92.49,1
618,65.79,91.22,1
619,61.76,90.73,1
620,82.29,11.47,4
621,22.71,52.09,3
622,67.52,19.29,4
623,26.32,30.24,3
624,29.52,80.95,2
625,78.29,83.08,1
626,99.56,52.86,0
627,28.91,43.89,3
628,63.08,89.42,1
629,26.78,83.24,2
630,22.41,30.68,3
631,30.53,82.84,2
632,78.04,17.42,4
633,62.43,93.11,1
634,71.39,97.86,1
635,63.84,13.56,4
636,73.22,104.25,1
637,81.67,11.73,4
638,67.87,15.59,4
639,20.92,32.59,3
640,23.89,84.69,2
641,71.28,21.57,4
642,63.71,22.36,4
643,7.26,34.61,3
644,75.33,96.32,1
645,101.48,57.90,0
646,101.02,56.10,0
647,66.73,15.27,4
648,73.21,21.80,4
649,25.06,40.22,3
650,72.35,106.77,1
651,68.79,21.00,4
652,66.76,89.54,1
653,64.15,101.12,1
654,72.08,19.99,4
655,94.06,49.77,0
656,76.27,18.48,4
657,19.16,40.53,3
658,39.30,29.66,3
659,36.43,34.47,3
660,14.62,36.93,3
661,29.23,35.47,3
662,34.36,35.41,3
663,60.34,90.92,1
664,61.19,99.01,1
665,76.16,32.73,4
666,81.02,107.90,1
667,63.73,30.61,4
668,29.92,31.59,3
669,73.92,21.38,4
670,103.34,59.62,0
671,75.50,17.02,4
672,88.81,44.17,0
673,15.13,36.28,3
674,64.52,93.08,1
675,70.18,94.85,1
676,76.41,91.59,1
677,74.29,16.33,4
678,63.63,13.87,4
679,66.51,92.22,1
680,66.73,33.10,4
681,28.63,32.89,3
682,29.64,36.47,3
683,94.56,63.17,0
684,59.25,18.27,4
685,34.82,47.65,3
686,68.72,15.32,4
687,70.33,12.90,4
688,25.73,30.34,3
689,100.12,61.14,0
690,81.60,105.51,1
691,73.89,20.64,4
692,27.53,35.18,3
693,24.57,22.39,3
694,66.69,91.65,1
695,29.48,36.78,3
696,30.57,31.57,3
697,83.59,18.95,4
698,99.07,58.17,0
699,28.32,40.68,3
700,19.84,27.29,3
701,97.47,55.03,0
702,86.08,95.54,1
703,64.37,95.13,1
704,20.11,81.38,2
705,97.21,68.40,0
706,73.76,99.49,1
707,65.58,97.47,1
708,101.43,54.01,0
709,27.41,80.31,2
710,99.91,54.17,0
711,62.07,94.44,1
712,78.67,16.57,4
713,72.92,26.26,4
714,22.84,39.17,3
715,79.59,22.94,4
716,65.09,105.59,1
717,21.64,24.24,3
718,83.13,95.67,1
719,68.46,14.79,4
720,64.97,13.20,4
721,67.39,15.60,4
722,80.47,25.05,4
723,65.21,96.46,1
724,19.71,38.15,3
725,79.32,14.72,4
726,60.13,15.71,4
727,23.95,33.12,3
728,110.11,61.32,0
729,75.26,18.36,4
730,68.49,92.72,1
731,62.79,101.77,1
732,24.20,35.86,3
733,38.63,28.94,3
734,89.34,64.16,0
735,62.36,18.35,4
736,20.38,29.27,3
737,70.01,15.12,4
738,88.57,62.02,0
739,74.46,86.49,1
740,23.34,88.37,2
741,71.62,19.64,4
742,73.17,18.47,4
743,72.01,16.03,4
744,107.98,65.07,0
745,74.93,21.06,4
746,32.15,33.83,3
747,71.05,30.26,4
748,23.91,23.32,3
749,67.85,24.70,4
750,83.58,99.72,1
751,66.39,25.41,4
752,80.11,94.29,1
753,30.68,85.68,2
754,67.03,97.75,1
755,71.91,87.90,1
756,72.66,23.42,4
757,105.05,63.23,0
758,81.49,12.18,4
759,77.97,23.74,4
760,99.61,54.67,0
761,67.94,102.18,1
762,64.94,97.61,1
763,27.76,34.55,3
764,80.17,103.30,1
765,76.70,21.00,4
766,64.96,24.37,4
767,73.94,85.93,1
768,20.50,36.59,3
769,22.72,94.00,2
770,91.68,51.72,0
771,99.61,53.56,0
772,74.30,95.31,1
773,63.25,95.58,1
774,72.52,26.50,4
775,25.05,81.08,2
776,67.07,25.83,4
777,63.34,97.59,1
778,73.29,91.92,1
779,29.09,40.98,3
780,88.71,89.94,1
781,67.48,95.11,1
782,73.64,24.57,4
783,69.67,97.21,1
784,27.67,26.49,3
785,20.36,33.37,3
786,72.61,29.30,4
787,72.18,20.05,4
788,66.39,28.21,4
789,110.30,54.86,0
790,71.69,98.26,1
791,60.75,98.40,1
792,66.87,34.55,4
793,21.55,34.44,3
794,75.65,98.86,1
795,81.37,98.51,1
796,63.96,91.86,1
797,22.75,30.91,3
798,75.82,96.20,1
799,82.56,95.39,1
800,21.59,43.68,3
801,90.06,63.19,0
802,79.41,17.06,4
803,35.83,32.14,3
804,62.80,81.49,1
805,68.62,13.09,4
806,66.02,90.02,1
807,55.75,99.95,1
808,62.94,92.51,1
809,80.34,92.48,1
810,79.74,88.25,1
811,67.70,91.28,1
812,71.81,11.62,4
813,35.25,44.08,3
814,68.15,85.05,1
815,68.22,98.66,1
816,66.51,92.38,1
817,73.41,93.64,1
818,67.14,16.29,4
819,67.18,105.47,1
820,68.57,93.81,1
821,73.02,91.75,1
822,74.35,95.69,1
823,61.36,24.92,4
824,31.93,28.72,3
825,79.81,93.73,1
826,74.95,25.95,4
827,69.93,20.41,4
828,74.63,29.28,4
829,72.35,24.55,4
830,66.39,36.40,4
831,31.55,39.06,3
832,69.55,19.82,4
833,64.98,101.18,1
834,65.59,9.19,4
835,27.37,38.42,3
836,79.81,96.51,1
837,74.38,89.39,1
838,95.49,57.27,0
839,64.49,18.06,4
840,91.38,58.26,0
841,72.37,11.39,4
842,31.33,37.56,3
843,99.90,59.86,0
844,91.05,57.22,0
845,62.96,16.12,4
846,79.87,89.24,1
847,77.90,99.26,1
848,73.05,93.38,1
849,74.13,13.75,4
850,63.11,84.62,1
851,71.67,28.95,4
852,71.83,103.34,1
853,66.01,18.37,4
854,32.76,24.85,3
855,27.16,46.91,3
856,76.27,14.23,4
857,78.82,88.02,1
858,95.12,57.62,0
859,80.56,20.98,4
860,87.46,57.29,0
861,27.05,85.66,2
862,22.60,41.66,3
863,67.80,92.36,1
864,68.47,23.30,4
865,68.38,27.29,4
866,76.42,15.52,4
867,80.03,92.95,1
868,28.82,25.59,3
869,94.89,62.80,0
870,16.12,24.00,3
871,65.64,6.88,4
872,67.49,20.59,4
873,73.41,98.27,1
874,25.98,36.60,3
875,23.42,36.79,3
876,67.19,95.56,1
877,96.44,61.69,0
878,60.72,16.25,4
879,32.68,30.41,3
880,100.20,70.09,0
881,74.71,22.81,4
882,91.05,49.91,0
883,12.90,25.66,3
884,81.01,59.43,0
885,73.29,96.32,1
886,87.17,14.68,4
887,104.31,64.32,0
888,77.30,102.45,1
889,62.57,92.73,1
890,68.41,26.99,4
891,62.35,19.61,4
892,88.03,94.68,1
893,59.72,16.05,4
894,64.90,97.91,1
895,67.69,30.47,4
896,72.38,14.38,4
897,77.88,13.77,4
898,75.01,100.95,1
899,76.03,9.97,4
900,66.96,17.96,4
901,66.70,9.35,4
902,26.99,51.12,3
903,100.84,59.24,0
904,18.37,35.93,3
905,34.32,33.34,3
906,28.39,27.88,3
907,70.80,98.77,1
908,71.52,84.19,1
909,95.34,50.92,0
910,24.12,45.16,3
911,67.38,110.73,1
912,63.13,15.60,4
913,60.11,91.91,1
914,106.32,63.46,0
915,29.59,35.91,3
916,73.14,19.96,4
917,64.58,33.65,4
918,76.86,15.45,4
919,20.87,26.70,3
920,69.85,96.50,1
921,82.47,31.26,4
922,99.18,58.72,0
923,73.91,31.28,4
924,28.78,31.04,3
925,82.38,20.05,4
926,65.45,107.39,1
927,66.10,91.64,1
928,62.96,15.58,4
929,24.87,33.04,3
930,61.83,18.72,4
931,61.47,102.71,1
932,66.51,25.30,4
933,32.21,27.80,3
934,23.24,33.72,3
935,90.83,51.06,0
936,24.58,28.00,3
937,67.58,94.79,1
938,19.19,35.97,3
939,25.24,33.79,3
940,106.85,43.88,0
941,71.41,91.27,1
942,75.51,105.69,1
943,24.54,34.01,3
944,106.01,63.54,0
945,26.47,44.60,3
946,29.58,35.45,3
947,27.75,27.76,3
948,64.35,27.21,4
949,71.94,96.53,1
950,62.32,96.64,1
951,63.08,28.94,4
952,65.60,27.94,4
953,71.43,89.23,1
954,35.92,28.48,3
955,77.17,18.01,4
956,101.37,62.65,0
957,97.18,54.36,0
958,68.92,29.02,4
959,82.50,11.33,4
960,78.11,101.14,1
961,73.40,93.09,1
962,72.97,21.50,4
963,96.83,66.69,0
964,28.98,37.07,3
965,96.31,59.24,0
966,69.18,25.55,4
967,18.35,29.92,3
968,58.40,94.13,1
969,72.54,6.37,4
970,99.87,69.26,0
971,71.33,19.31,4
972,75.17,90.50,1
973,101.05,59.13,0
974,107.55,55.13,0
975,16.88,39.60,3
976,70.94,7.29,4
977,23.32,31.93,3
978,32.66,14.42,3
979,57.66,90.42,1
980,93.37,47.27,0
981,70.53,87.59,1
982,26.38,25.35,3
983,76.19,12.33,4
984,63.87,7.93,4
985,30.62,31.45,3
986,20.33,30.34,3
987,74.46,14.60,4
988,77.33,90.88,1
989,27.21,29.55,3
990,25.50,36.47,3
991,61.08,90.13,1
992,36.11,49.74,3
993,25.43,35.99,3
994,65.34,101.18,1
995,63.23,24.90,4
996,30.99,48.18,3
997,98.45,71.27,0
998,28.83,40.79,3
999,71.57,12.62,4
1000,20.26,32.11,3
1001,92.74,47.83,0
1002,25.48,88.18,2
1003,75.32,15.93,4
1004,22.35,39.07,3
1005,77.63,96.70,1
1006,79.70,94.72,1
1007,71.05,85.69,1
1008,36.12,38.14,3
1009,72.69,18.79,4
1010,30.91,82.80,2
1011,18.61,42.19,3
1012,67.66,102.86,1
1013,29.39,28.85,3
1014,73.99,98.13,1
1015,57.84,103.78,1
1016,82.07,18.76,4
1017,29.13,35.57,3
1018,65.88,20.73,4
1019,18.53,19.94,3
1020,67.81,88.38,1
1021,68.29,96.78,1
1022,26.22,43.14,3
1023,75.44,13.23,4
1024,80.14,23.40,4
1025,30.15,37.33,3
1026,80.86,14.26,4
1027,85.66,27.10,4
1028,103.75,64.02,0
1029,76.14,26.36,4
1030,79.76,7.56,4
1031,29.47,82.98,2
1032,95.49,52.28,0
1033,91.03,69.41,0
1034,59.61,98.65,1
1035,97.69,55.10,0
1036,102.59,56.40,0
1037,31.92,74.58,2
1038,77.50,21.70,4
1039,31.02,29.70,3
1040,18.74,35.10,3
1041,67.31,90.54,1
1042,58.62,24.26,4
1043,68.65,29.87,4
1044,75.60,103.63,1
1045,59.84,95.37,1
1046,65.10,11.53,4
1047,71.43,91.38,1
1048,62.13,21.41,4
1049,78.42,23.37,4
1050,75.60,97.46,1
1051,77.71,17.44,4
1052,65.65,99.60,1
1053,72.11,23.79,4
1054,27.35,46.56,3
1055,75.84,90.07,1
1056,22.55,40.27,3
1057,64.26,95.05,1
1058,70.32,98.96,1
1059,81.81,102.92,1
1060,69.30,26.35,4
1061,19.75,31.40,3
1062,69.82,96.01,1
1063,69.41,10.39,4
1064,74.03,92.08,1
1065,28.06,41.29,3
1066,24.56,42.11,3
1067,93.11,63.72,0
1068,65.27,15.41,4
1069,60.38,12.14,4
1070,71.08,97.83,1
1071,64.39,93.65,1
1072,70.78,97.00,1
1073,32.71,37.68,3
1074,72.58,11.37,4
1075,91.75,60.35,0
1076,105.05,58.35,0
1077,75.35,25.68,4
1078,67.59,95.96,1
1079,71.66,30.20,4
1080,32.89,37.64,3
1081,71.16,13.69,4
1082,73.48,90.50,1
1083,52.04,14.69,4
1084,74.12,19.89,4
1085,69.58,97.95,1
1086,23.47,40.80,3
1087,71.86,90.66,1
1088,76.53,22.03,4
1089,91.85,50.83,0
1090,42.70,27.33,3
1091,75.19,87.84,1
1092,31.49,32.55,3
1093,71.36,24.96,4
1094,28.62,41.12,3
1095,27.87,32.17,3
1096,23.23,32.30,3
1097,72.40,14.50,4
1098,96.06,54.79,0
1099,71.67,98.29,1
1100,68.13,88.24,1
1101,75.16,20.36,4
1102,27.11,32.29,3
1103,76.69,94.17,1
1104,72.48,103.57,1
1105,66.46,87.15,1
1106,20.59,41.90,3
1107,33.84,36.74,3
1108,24.43,39.24,3
1109,32.13,87.89,2
1110,74.69,93.31,1
1111,27.72,31.37,3
1112,67.09,108.27,1
1113,99.70,52.82,0
1114,76.39,93.25,1
1115,68.51,23.81,4
1116,71.07,23.99,4
1117,29.48,36.18,3
1118,27.91,37.93,3
1119,102.33,55.77,0
1120,72.52,3.47,4
1121,71.66,108.37,1
1122,26.79,30.16,3
1123,22.05,40.18,3
1124,21.80,41.90,3
1125,30.43,31.29,3
1126,73.28,92.87,1
1127,90.73,59.38,0
1128,65.49,19.71,4
1129,68.45,30.00,4
1130,104.16,60.22,0
1131,70.18,91.91,1
1132,20.57,37.44,3
1133,23.37,88.79,2
1134,101.93,55.57,0
1135,75.81,105.32,1
1136,81.00,21.95,4
1137,95.44,50.58,0
1138,76.15,97.92,1
1139,74.27,91.48,1
1140,85.07,95.87,1
1141,72.84,99.15,1
1142,75.19,31.12,4
1143,77.70,94.08,1
1144,99.89,66.54,0
1145,24.91,33.74,3
1146,30.54,42.91,3
1147,74.97,94.94,1
1148,67.98,20.82,4
1149,19.76,34.12,3
1150,67.53,105.93,1
1151,75.27,21.83,4
