id,x,y,label
129,39.36,65.12,1
130,45.26,67.32,1
131,40.85,73.30,1
132,42.31,72.66,1
133,39.82,76.90,1
134,36.34,69.51,1
135,35.63,67.67,1
136,40.29,72.87,1
137,35.56,70.67,1
138,36.35,72.74,1
139,43.31,68.63,1
140,44.41,72.12,1
141,39.35,67.34,1
142,38.18,70.86,1
143,40.46,67.59,1
144,40.76,72.93,1
145,44.51,72.77,1
146,35.62,73.00,1
147,45.78,68.98,1
148,42.61,69.41,1
149,37.58,65.30,1
150,37.97,69.49,1
151,33.87,69.46,1
152,38.32,72.39,1
153,38.25,69.54,1
154,45.10,73.68,1
155,38.40,74.89,1
156,33.30,68.52,1
157,43.23,72.53,1
158,40.13,70.56,1
159,40.81,68.04,1
160,39.55,73.71,1
161,36.17,72.96,1
162,39.93,65.96,1
163,36.46,67.15,1
164,36.58,70.00,1
165,38.15,66.27,1
166,37.82,65.67,1
167,38.49,67.50,1
168,35.04,70.15,1
169,35.16,69.67,1
170,39.19,70.93,1
171,45.81,70.75,1
172,42.89,72.10,1
173,37.68,73.24,1
174,41.80,69.32,1
175,37.36,68.40,1
176,38.52,70.17,1
177,42.09,65.45,1
178,40.33,69.21,1
179,37.04,69.52,1
180,40.24,65.31,1
181,40.17,68.09,1
182,41.16,70.76,1
183,36.93,71.00,1
184,39.99,66.15,1
185,45.91,68.56,1
186,41.96,66.86,1
187,40.88,71.35,1
188,37.46,66.62,1
189,36.46,65.48,1
190,37.42,66.38,1
191,38.57,73.35,1
192,38.38,71.58,1
193,34.03,69.75,1
194,37.70,76.32,1
195,38.66,69.07,1
196,36.69,70.95,1
197,35.94,68.16,1
198,38.90,61.47,1
199,36.77,64.15,1
200,44.27,67.71,1
201,41.95,61.81,1
202,45.07,68.98,1
203,37.43,67.15,1
204,42.76,65.24,1
205,36.56,66.41,1
206,38.37,70.33,1
207,37.29,65.91,1
208,36.24,69.76,1
209,41.26,76.23,1
210,39.20,69.23,1
211,39.67,68.52,1
212,43.20,68.20,1
213,42.44,71.94,1
214,43.18,68.45,1
215,38.85,73.83,1
216,43.44,66.31,1
217,37.40,74.03,1
218,33.75,69.82,1
219,39.03,66.40,1
220,35.95,69.52,1
221,39.00,69.21,1
222,40.55,69.43,1
223,39.52,67.36,1
224,38.16,70.37,1
225,37.49,65.44,1
226,34.63,73.06,1
227,36.68,70.62,1
228,37.15,70.57,1
229,33.67,70.86,1
230,42.97,70.97,1
231,40.61,66.60,1
232,39.99,66.02,1
233,36.66,69.39,1
234,39.36,69.39,1
235,39.87,69.95,1
236,38.47,64.42,1
237,39.34,70.04,1
238,42.16,70.95,1
239,40.12,66.73,1
240,43.58,69.49,1
241,39.68,71.07,1
242,41.36,72.90,1
243,38.65,69.22,1
244,37.59,72.81,1
245,42.80,69.88,1
246,39.14,69.61,1
247,38.78,73.56,1
248,33.68,67.51,1
249,40.82,69.40,1
250,41.31,69.47,1
251,37.12,70.74,1
252,40.53,72.14,1
253,41.74,70.04,1
254,36.82,68.46,1
255,39.48,71.29,1
256,38.42,67.61,1
257,40.74,64.08,1
258,40.08,63.40,1
259,36.23,70.63,1
260,38.06,60.33,1
261,41.04,74.96,1
262,39.77,69.99,1
263,40.14,72.91,1
264,38.69,67.78,1
265,39.10,59.31,1
266,36.57,65.89,1
267,42.32,72.94,1
268,36.03,65.29,1
269,35.82,68.13,1
270,39.20,70.33,1
271,36.39,72.29,1
272,38.91,69.87,1
273,35.26,70.55,1
274,32.96,71.32,1
275,37.33,68.08,1
276,38.78,69.33,1
277,38.31,68.44,1
278,37.42,67.84,1
279,36.73,64.02,1
280,38.52,74.61,1
281,38.14,68.53,1
282,38.69,74.48,1
283,35.99,68.10,1
284,40.41,66.01,1
285,38.22,66.42,1
286,36.05,71.73,1
287,39.95,71.11,1
288,43.68,64.18,1
289,33.17,72.73,1
290,45.05,73.37,1
291,43.11,70.27,1
292,40.41,66.09,1
293,37.06,65.14,1
294,43.92,67.25,1
295,37.00,65.92,1
296,39.25,69.61,1
297,42.33,68.83,1
298,37.96,69.88,1
299,43.84,65.03,1
300,38.12,68.71,1
301,39.49,69.13,1
302,37.89,65.58,1
303,42.02,70.44,1
304,36.19,66.35,1
305,34.98,69.12,1
306,34.49,73.21,1
307,38.94,74.68,1
308,37.16,71.48,1
309,39.09,69.78,1
310,36.96,68.81,1
311,36.97,67.14,1
312,35.39,64.36,1
313,35.22,71.25,1
314,38.02,68.85,1
315,44.32,69.70,1
316,34.85,69.69,1
317,36.91,66.92,1
318,38.78,69.19,1
319,41.03,64.01,1
320,40.56,64.46,1
321,38.36,67.94,1
322,42.35,71.01,1
323,39.75,71.94,1
324,41.27,69.51,1
325,38.44,69.63,1
326,39.96,68.98,1
327,39.45,72.88,1
328,37.94,67.13,1
329,36.95,63.66,1
330,44.04,73.65,1
331,41.73,71.84,1
332,42.73,72.20,1
333,38.40,69.64,1
334,38.94,73.71,1
335,42.08,61.95,1
336,38.75,71.17,1
337,47.54,68.32,1
338,39.23,68.36,1
339,38.34,68.99,1
340,39.34,68.51,1
341,35.97,72.63,1
342,42.95,71.64,1
343,41.55,66.45,1
344,35.63,67.45,1
345,43.10,67.09,1
346,39.83,72.39,1
347,39.31,66.91,1
348,36.89,66.33,1
349,36.80,71.57,1
350,39.37,71.67,1
351,38.13,64.49,1
352,36.76,70.01,1
353,41.68,72.06,1
354,34.89,69.80,1
355,38.49,67.41,1
356,35.27,69.41,1
357,36.13,64.83,1
358,38.07,75.14,1
359,43.85,69.11,1
360,38.83,69.40,1
361,37.39,68.15,1
362,36.32,65.83,1
363,41.10,69.65,1
364,43.63,69.74,1
365,36.81,67.05,1
366,39.24,71.75,1
367,38.49,60.24,1
368,38.19,69.64,1
369,34.97,69.70,1
370,34.60,70.22,1
371,36.33,71.62,1
372,41.15,69.27,1
373,40.09,69.27,1
374,36.95,67.14,1
375,43.15,72.18,1
376,38.43,65.66,1
377,37.79,69.69,1
378,36.85,73.09,1
379,35.00,62.52,1
380,40.33,73.21,1
381,39.71,71.11,1
382,37.59,71.08,1
383,39.09,70.48,1
384,40.70,72.74,1
385,42.23,73.44,1
386,38.32,71.15,1
387,38.83,71.49,1
388,35.76,72.35,1
389,42.55,64.65,1
390,37.69,69.97,1
391,37.52,70.00,1
392,40.58,68.54,1
393,35.17,64.66,1
394,46.65,72.24,1
395,37.32,69.00,1
396,40.18,67.82,1
397,43.40,72.60,1
398,40.71,66.25,1
399,42.60,64.60,1
400,37.37,68.12,1
401,36.24,65.92,1
402,37.57,66.52,1
403,36.05,68.81,1
404,33.03,71.92,1
405,34.19,64.52,1
406,43.63,67.78,1
407,41.05,70.52,1
408,39.93,70.70,1
409,41.11,72.40,1
410,40.05,69.42,1
411,42.21,72.45,1
412,44.23,67.87,1
413,47.49,69.86,1
414,38.42,67.39,1
415,38.96,66.24,1
416,39.32,74.48,1
417,43.66,69.62,1
418,34.89,68.00,1
419,40.48,70.66,1
420,36.83,68.76,1
421,41.60,70.10,1
422,37.44,69.89,1
423,39.22,64.92,1
424,36.68,67.06,1
425,38.42,70.28,1
426,39.98,65.91,1
427,36.41,73.66,1
428,37.94,72.67,1
429,38.43,67.74,1
430,39.69,67.33,1
431,38.65,69.15,1
432,40.68,71.73,1
433,37.36,64.50,1
434,39.79,73.05,1
435,41.73,69.76,1
436,34.84,67.83,1
437,36.50,73.95,1
438,37.00,63.94,1
439,38.84,66.17,1
440,38.29,75.21,1
441,42.30,68.06,1
442,40.73,67.99,1
443,39.09,67.75,1
444,38.16,71.22,1
445,39.43,66.10,1
446,38.10,69.08,1
447,40.33,68.94,1
448,35.55,63.81,1
449,44.37,69.20,1
450,41.55,67.25,1
451,42.11,75.87,1
452,39.57,70.74,1
453,39.97,67.94,1
454,39.37,64.05,1
455,41.68,67.96,1
456,43.44,72.51,1
457,39.42,67.98,1
458,43.12,70.44,1
459,43.58,70.47,1
460,39.65,73.05,1
461,35.31,70.71,1
462,37.57,67.79,1
463,43.74,68.17,1
464,33.89,68.09,1
465,40.38,69.53,1
466,39.86,73.31,1
467,39.18,70.92,1
468,38.58,72.91,1
469,42.54,65.21,1
470,42.12,70.19,1
471,43.60,70.43,1
472,40.46,65.49,1
473,39.03,66.73,1
474,43.06,79.26,1
475,43.81,67.15,1
476,40.53,68.36,1
477,43.77,72.18,1
478,37.89,65.04,1
479,38.18,73.26,1
480,42.48,65.50,1
481,39.23,73.00,1
482,36.92,73.28,1
483,39.60,70.73,1
484,36.95,64.39,1
485,42.13,70.24,1
486,34.74,65.77,1
487,32.96,67.83,1
488,42.66,67.56,1
489,36.63,72.01,1
490,41.57,71.68,1
491,32.58,75.22,1
492,40.91,71.22,1
493,35.71,69.79,1
494,36.00,70.30,1
495,38.45,68.46,1
496,41.70,67.43,1
497,41.12,70.28,1
498,32.32,68.24,1
499,42.59,68.88,1
500,35.55,72.12,1
501,38.34,66.20,1
502,38.16,67.88,1
503,34.64,70.79,1
504,34.48,65.22,1
505,41.86,66.76,1
506,34.46,69.11,1
507,39.54,68.22,1
508,38.43,77.59,1
509,40.25,73.71,1
510,39.74,68.23,1
511,37.94,66.82,1
512,37.10,68.45,1
513,41.83,66.90,1
514,37.33,67.83,1
515,39.16,68.59,1
516,38.92,69.45,1
517,35.30,65.24,1
518,39.53,68.60,1
519,37.65,63.86,1
520,44.66,67.66,1
521,40.52,67.27,1
522,37.80,60.84,1
523,40.77,69.80,1
524,42.10,70.16,1
525,36.57,75.47,1
526,40.28,70.16,1
527,39.95,70.58,1
528,38.90,67.30,1
529,38.07,69.27,1
530,42.78,66.26,1
531,36.65,66.71,1
532,42.38,64.10,1
533,38.58,73.14,1
534,36.34,66.28,1
535,43.33,70.88,1
536,41.26,71.91,1
537,41.18,69.21,1
538,35.64,69.40,1
539,39.73,67.94,1
540,38.54,65.98,1
541,37.31,67.75,1
542,37.62,69.18,1
543,39.93,69.67,1
544,42.43,64.55,1
545,38.48,63.04,1
546,36.09,68.31,1
547,40.89,76.12,1
548,36.58,67.58,1
549,34.64,71.71,1
550,38.23,70.17,1
551,37.22,71.99,1
552,37.37,70.37,1
553,35.66,67.25,1
554,41.49,66.19,1
555,42.35,69.69,1
556,41.00,68.90,1
557,41.58,69.93,1
558,43.13,72.85,1
559,38.12,72.30,1
560,39.88,67.35,1
561,41.24,68.52,1
562,40.00,66.50,1
563,36.27,62.50,1
564,40.53,64.68,1
565,37.05,72.06,1
566,39.91,72.43,1
567,39.44,67.38,1
568,40.71,67.90,1
569,38.90,72.81,1
570,43.73,65.91,1
571,35.04,69.12,1
572,43.53,72.47,1
573,39.46,75.01,1
574,40.45,67.31,1
575,36.46,69.59,1
576,43.88,66.97,1
577,40.29,69.92,1
578,39.78,64.40,1
579,41.02,68.44,1
580,39.00,70.40,1
581,39.98,68.40,1
582,36.06,69.97,1
583,35.41,69.98,1
584,37.45,63.31,1
585,41.80,64.74,1
586,35.93,68.86,1
587,38.87,67.45,1
588,40.27,66.48,1
589,38.33,66.52,1
590,38.22,67.31,1
591,37.47,72.54,1
592,36.50,71.75,1
593,40.41,62.31,1
594,40.37,71.95,1
595,43.47,70.37,1
596,36.99,68.44,1
597,36.89,70.25,1
598,39.98,69.65,1
599,34.17,74.21,1
600,42.31,67.99,1
601,42.95,68.92,1
602,30.65,69.67,1
603,40.39,69.55,1
604,37.85,68.74,1
605,42.91,67.81,1
606,38.17,69.80,1
607,41.57,64.72,1
608,42.83,71.00,1
609,38.19,65.71,1
610,39.04,68.57,1
611,38.16,72.75,1
612,44.91,68.86,1
613,45.00,68.68,1
614,38.42,65.98,1
615,40.21,66.20,1
616,38.26,70.04,1
617,39.33,67.78,1
618,36.55,70.90,1
619,34.81,71.71,1
620,43.97,71.50,1
621,37.09,62.21,1
622,37.68,70.86,1
623,41.98,72.00,1
624,37.92,73.81,1
625,36.89,66.00,1
626,46.49,68.66,1
627,40.30,70.40,1
628,38.23,65.02,1
629,36.68,69.82,1
630,39.78,70.19,1
631,36.61,68.75,1
632,42.01,70.37,1
633,43.80,65.92,1
634,37.20,74.12,1
635,39.99,68.42,1
636,37.63,72.51,1
637,43.04,67.11,1
638,42.03,69.11,1
639,35.79,66.43,1
640,6.53,33.42,2
641,9.23,38.94,2
642,7.58,39.69,2
643,9.14,36.74,2
644,3.68,39.12,2
645,14.58,36.78,2
646,11.39,42.40,2
647,7.35,40.74,2
648,6.63,33.18,2
649,11.12,36.75,2
650,10.03,34.82,2
651,13.76,39.49,2
652,12.25,36.72,2
653,12.16,45.22,2
654,12.36,36.52,2
655,7.43,37.80,2
656,2.36,41.40,2
657,14.51,35.87,2
658,8.41,39.85,2
659,9.73,39.02,2
660,12.59,42.69,2
661,9.35,36.82,2
662,5.78,44.21,2
663,8.95,37.18,2
664,7.16,37.16,2
665,5.05,37.13,2
666,3.39,40.74,2
667,9.72,45.04,2
668,10.96,41.63,2
669,5.97,38.55,2
670,5.64,41.22,2
671,9.67,38.97,2
672,10.85,39.82,2
673,12.14,33.63,2
674,7.36,38.34,2
675,9.76,41.67,2
676,11.24,39.54,2
677,8.62,34.68,2
678,8.57,37.91,2
679,7.15,40.61,2
680,8.06,39.22,2
681,8.46,41.44,2
682,6.03,40.90,2
683,7.69,43.41,2
684,10.97,39.70,2
685,10.43,37.25,2
686,11.30,43.48,2
687,6.72,38.01,2
688,12.42,35.06,2
689,4.35,41.21,2
690,7.77,35.02,2
691,7.71,41.61,2
692,16.90,45.18,2
693,8.45,35.58,2
694,7.47,36.67,2
695,9.64,41.39,2
696,4.10,33.40,2
697,5.50,39.51,2
698,6.60,35.97,2
699,12.05,38.04,2
700,10.83,39.70,2
701,6.37,44.11,2
702,13.55,40.21,2
703,9.43,44.01,2
704,7.53,38.61,2
705,9.85,40.52,2
706,9.56,43.43,2
707,8.57,40.66,2
708,5.96,38.74,2
709,5.86,39.56,2
710,9.27,37.02,2
711,7.25,38.97,2
712,9.83,40.72,2
713,9.76,36.39,2
714,10.00,42.05,2
715,8.90,41.90,2
716,12.02,41.26,2
717,10.81,42.07,2
718,11.11,40.20,2
719,5.87,40.40,2
720,8.18,33.74,2
721,9.85,41.72,2
722,7.85,39.87,2
723,7.66,41.26,2
724,12.57,37.20,2
725,9.41,37.25,2
726,5.05,39.51,2
727,8.10,42.31,2
728,4.91,36.86,2
729,5.01,36.87,2
730,8.36,42.35,2
731,6.58,41.92,2
732,3.95,38.64,2
733,13.16,38.26,2
734,12.07,34.89,2
735,8.29,39.70,2
736,8.61,39.54,2
737,6.98,39.99,2
738,13.41,42.75,2
739,15.85,40.08,2
740,14.11,38.00,2
741,9.32,39.34,2
742,9.00,37.61,2
743,3.25,38.12,2
744,5.79,38.88,2
745,12.66,41.62,2
746,6.64,38.38,2
747,3.38,31.69,2
748,8.26,37.48,2
749,5.33,39.59,2
750,7.00,36.82,2
751,8.93,38.26,2
752,13.13,37.10,2
753,6.65,41.18,2
754,9.18,42.72,2
755,5.67,42.72,2
756,12.12,36.67,2
757,8.70,41.03,2
758,7.46,36.70,2
759,6.96,37.85,2
760,10.87,39.09,2
761,12.99,33.09,2
762,12.27,41.41,2
763,9.25,37.99,2
764,13.30,38.73,2
765,5.27,35.78,2
766,13.13,37.13,2
767,13.05,41.33,2
768,7.24,31.21,2
769,10.21,40.43,2
770,4.57,37.71,2
771,7.66,33.95,2
772,2.21,31.20,2
773,11.57,39.09,2
774,9.43,43.52,2
775,8.86,41.28,2
776,3.02,38.20,2
777,8.93,41.68,2
778,7.77,36.56,2
779,11.49,37.25,2
780,10.27,35.67,2
781,5.95,41.55,2
782,8.74,39.28,2
783,10.79,37.34,2
784,10.89,36.62,2
785,8.35,36.81,2
786,10.87,36.18,2
787,6.78,36.32,2
788,5.68,40.22,2
789,7.57,37.47,2
790,2.68,34.26,2
791,8.96,41.96,2
792,6.80,38.42,2
793,12.27,39.62,2
794,15.68,40.15,2
795,41.01,7.47,3
796,31.25,14.87,3
797,35.10,7.00,3
798,41.17,8.27,3
799,35.37,7.46,3
800,43.04,7.69,3
801,39.51,9.78,3
802,40.04,4.74,3
803,38.21,6.07,3
804,37.01,6.90,3
805,40.18,8.24,3
806,40.60,14.63,3
807,40.37,6.65,3
808,33.81,9.32,3
809,40.96,0.12,3
810,40.46,7.53,3
811,39.50,4.58,3
812,43.21,6.56,3
813,39.39,10.29,3
814,36.97,10.36,3
815,38.53,11.60,3
816,36.84,10.25,3
817,35.74,9.40,3
818,36.09,11.15,3
819,37.05,7.35,3
820,34.64,10.48,3
821,37.56,11.48,3
822,38.78,7.06,3
823,40.08,11.28,3
824,34.72,3.95,3
825,38.65,2.49,3
826,37.85,3.61,3
827,38.73,9.17,3
828,38.22,6.77,3
829,37.29,9.84,3
830,40.22,3.24,3
831,39.82,6.24,3
832,40.05,11.86,3
833,39.73,7.07,3
834,43.32,6.74,3
835,32.19,9.39,3
836,38.49,8.23,3
837,39.86,12.38,3
838,37.71,11.64,3
839,42.84,7.44,3
840,40.97,7.89,3
841,38.45,10.17,3
842,36.77,9.95,3
843,42.59,13.05,3
844,37.92,9.66,3
845,34.72,8.23,3
846,36.81,12.01,3
847,39.21,8.32,3
848,39.71,5.30,3
849,34.72,3.28,3
850,39.47,4.06,3
851,43.36,8.54,3
852,37.10,6.91,3
853,37.19,7.40,3
854,40.21,5.07,3
855,39.60,8.28,3
856,36.98,6.85,3
857,42.15,7.78,3
858,39.75,10.10,3
859,36.36,1.87,3
860,37.90,14.61,3
861,35.38,9.82,3
862,36.95,5.59,3
863,39.30,5.36,3
864,43.55,5.86,3
865,42.62,11.68,3
866,47.17,7.04,3
867,38.00,12.14,3
868,37.49,9.90,3
869,40.52,8.02,3
870,38.01,10.29,3
871,37.13,8.31,3
872,37.22,7.37,3
873,41.82,3.65,3
874,38.15,8.57,3
875,42.65,12.03,3
876,40.08,12.68,3
877,39.94,12.60,3
878,35.42,6.65,3
879,35.00,5.46,3
880,36.32,14.30,3
881,43.55,12.38,3
882,37.69,13.10,3
883,33.28,8.15,3
884,42.90,10.80,3
885,36.17,11.77,3
886,36.27,7.45,3
887,38.66,7.07,3
888,33.13,11.08,3
889,39.91,5.82,3
890,39.11,9.48,3
891,44.24,6.67,3
892,37.72,2.80,3
893,41.06,8.98,3
894,38.24,11.12,3
895,36.34,12.78,3
896,39.75,15.40,3
897,42.75,5.24,3
898,43.35,3.61,3
899,36.41,7.98,3
900,36.55,7.96,3
901,35.51,9.79,3
902,41.14,12.63,3
903,41.24,9.15,3
904,37.10,3.06,3
905,39.92,13.43,3
906,37.32,6.10,3
907,33.93,9.32,3
908,35.38,7.56,3
909,37.15,7.77,3
910,40.74,5.31,3
911,37.19,13.94,3
912,37.36,9.66,3
913,39.98,9.34,3
914,42.28,3.56,3
915,34.99,3.50,3
916,39.19,7.29,3
917,37.11,13.30,3
918,41.20,10.59,3
919,36.47,8.71,3
920,36.91,6.63,3
921,43.32,14.16,3
922,35.39,10.31,3
923,38.83,5.09,3
924,39.43,7.29,3
925,45.27,7.07,3
926,41.35,6.98,3
927,33.83,9.58,3
928,42.16,11.58,3
929,39.47,6.88,3
930,40.24,8.58,3
931,34.66,12.69,3
932,43.17,9.57,3
933,40.67,7.33,3
934,35.06,7.89,3
935,39.62,6.34,3
936,43.44,7.51,3
937,44.13,5.28,3
938,38.10,12.33,3
939,38.58,13.70,3
940,43.23,2.67,3
941,36.62,8.60,3
942,41.31,6.56,3
943,37.44,10.86,3
944,36.56,10.69,3
945,38.11,9.13,3
946,43.28,8.54,3
947,32.44,8.15,3
948,38.25,7.72,3
949,42.60,11.52,3
950,36.85,4.98,3
951,40.48,9.89,3
952,40.82,5.84,3
953,38.98,13.39,3
954,41.47,8.02,3
955,37.98,7.10,3
956,41.72,3.18,3
957,37.52,8.32,3
958,41.67,8.42,3
959,40.65,13.11,3
960,37.92,7.50,3
961,37.50,8.75,3
962,40.27,7.49,3
963,39.19,9.59,3
964,35.70,8.99,3
965,39.68,9.47,3
966,37.48,7.93,3
967,37.74,13.32,3
968,37.31,12.35,3
969,36.73,8.98,3
970,45.10,10.24,3
971,40.15,15.09,3
972,40.09,8.90,3
973,43.94,8.10,3
974,39.90,13.20,3
975,38.96,13.68,3
976,41.28,10.55,3
977,38.52,7.51,3
978,41.84,11.24,3
979,38.31,7.55,3
980,40.88,6.61,3
981,37.12,3.17,3
982,42.05,9.76,3
983,41.92,8.48,3
984,47.36,7.42,3
985,40.73,6.62,3
986,34.18,11.93,3
987,44.53,9.63,3
988,37.84,7.72,3
989,44.57,6.37,3
990,35.35,15.61,3
991,36.53,10.56,3
992,37.66,10.42,3
993,37.81,6.61,3
994,45.56,7.34,3
995,41.94,10.23,3
996,41.90,4.60,3
997,41.12,7.27,3
998,42.09,5.60,3
999,38.68,14.97,3
